"Pop" "Latitude" "Longitude" "Origin" "year" "countryCode" "alt" "bio1" "bio10" "bio11" "bio12" "bio13" "bio14" "bio15" "bio16" "bio17" "bio18" "bio19" "bio2" "bio3" "bio4" "bio5" "bio6" "bio7" "bio8" "bio9"
"918842530" "918842530" 49.08333 -119.25 "inv" 1976 "CA" 1206 49 153 -52 674 85 35 28 238 113 139 220 107 30 8064 245 -101 346 -46 148
"918842721" "918842721" 50 -121 "inv" 1972 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"918842884" "918842884" 50.71667 -121.31667 "inv" 1999 "CA" 389 76 182 -33 412 46 23 20 119 76 116 112 116 32 8285 275 -83 358 -23 32
"918842892" "918842892" 49 -119 "inv" 1976 "CA" 1436 26 125 -70 483 54 30 18 143 93 134 132 102 31 7672 211 -117 328 -64 -20
"918843079" "918843079" 49.03333 -118.43333 "inv" 1925 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"918843128" "918843128" 49.03333 -118.43333 "inv" 1940 "CA" 598 62 168 -47 528 60 29 20 160 96 146 148 112 31 8309 258 -100 358 -38 17
"918843156" "918843156" 49.03333 -118.43333 "inv" 1939 "CA" 1209 44 146 -58 349 39 20 20 101 72 97 93 119 33 7972 241 -111 352 123 -1
"918843205" "918843205" 50.16667 -119.35 "inv" 1952 "CA" 901 55 155 -47 466 63 27 32 179 87 92 164 107 32 7823 237 -94 331 -39 54
"918843255" "918843255" 49.03333 -118.43333 "inv" 1950 "CA" 476 81 187 -28 315 40 15 27 110 51 80 101 107 30 8357 269 -81 350 -21 82
"918843322" "918843322" 50.23333 -121.56667 "inv" 1971 "CA" 1070 51 154 -52 373 42 23 21 110 77 103 98 123 34 8040 252 -105 357 92 6
"918843342" "918843342" 50.23333 -121.56667 "inv" 1971 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"918843412" "918843412" 50.8 -121.6 "inv" 1978 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"918843496" "918843496" 50.75 -120.56667 "inv" 1974 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"918843500" "918843500" 50.28333 -121.75 "inv" 1949 "CA" 389 76 182 -33 412 46 23 20 119 76 116 112 116 32 8285 275 -83 358 -23 32
"918843525" "918843525" 50.28333 -121.75 "inv" 1949 "CA" 513 78 185 -31 460 55 27 22 146 89 110 134 135 36 8341 290 -83 373 -23 135
"918843736" "918843736" 50.23333 -121.56667 "inv" 1952 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"918843915" "918843915" 49.5 -119.66667 "inv" 1965 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"918843940" "918843940" 49.28333 -119.51667 "inv" 1968 "CA" 892 57 158 -46 361 43 18 24 120 63 96 111 106 31 7981 239 -101 340 -40 13
"918939121" "918939121" 49 -118 "inv" 1939 "CA" 611 72 179 -38 309 34 13 27 97 48 97 85 112 31 8406 266 -95 361 179 27
"918939127" "918939127" 49.51583 -119.57361 "inv" 1939 "CA" 499 81 182 -20 527 79 25 45 226 78 79 205 98 30 7863 260 -64 324 -15 159
"918939137" "918939137" 49.5 -119.58333 "inv" 1939 "CA" 499 81 182 -20 527 79 25 45 226 78 79 205 98 30 7863 260 -64 324 -15 159
"918939142" "918939142" 49.5 -119.58333 "inv" 1939 "CA" 359 90 194 -16 485 75 21 48 215 66 68 193 99 29 8122 272 -59 331 -10 170
"918965084" "918965084" 44.6922 -118.06294 "inv" 2009 "US" 954 56 159 -49 297 33 16 22 89 57 89 78 117 33 8057 252 -100 352 159 11
"918965849" "918965849" 40.15677 22.54818 "nat" 2008 "GR" 327 94 198 -11 297 33 16 21 88 61 81 84 116 33 8106 291 -57 348 -3 92
"918965851" "918965851" 40.85102 25.79317 "nat" 2008 "GR" 1206 49 153 -52 674 85 35 28 238 113 139 220 107 30 8064 245 -101 346 -46 148
"918965852" "918965852" 43.38222 28.45767 "nat" 2008 "BG" 442 86 189 -16 305 34 17 21 91 60 89 80 115 33 7932 282 -61 343 167 41
"918965856" "918965856" 47.642 18.78257 "nat" 2008 "HU" 390 88 191 -13 305 34 17 20 90 62 87 81 114 33 7883 283 -56 339 170 44
"918965857" "918965857" 41.75123 27.24788 "nat" 2008 "TR" 390 88 191 -13 305 34 17 20 90 62 87 81 114 33 7883 283 -56 339 170 44
"918965864" "918965864" 40.62162 23.07868 "nat" 2008 "GR" 1247 61 160 -37 401 53 16 33 148 61 77 135 156 40 7649 281 -102 383 -29 156
"920996089" "920996089" 44.05009 28.642 "nat" 2013 "RO" 176 106 200 3 573 69 33 23 182 107 178 121 91 29 7700 267 -40 307 185 20
"921001378" "921001378" 44.02146 28.57956 "nat" 2010 "RO" 253 130 221 39 612 77 25 30 217 88 100 194 105 34 7167 301 -5 306 56 217
"921004399" "921004399" 49.34568 8.64301 "nat" 2012 "DE" 492 131 224 39 490 58 24 25 159 81 92 140 100 32 7227 297 -8 305 55 220
"921008197" "921008197" 43.81359 28.5175 "nat" 2012 "RO" 5 119 213 23 424 45 28 13 118 89 110 100 70 25 7457 260 -20 280 85 28
"921010928" "921010928" 44.02146 28.57956 "nat" 2010 "RO" 115 103 185 18 666 79 42 21 219 131 219 140 86 32 6509 246 -17 263 185 30
"921011246" "921011246" 49.5509 8.50136 "nat" 2010 "DE" 2 121 214 26 448 49 30 14 129 95 113 108 70 25 7356 261 -16 277 88 31
"921011975" "921011975" 43.13851 3.1354 "nat" 2009 "FR" -1 119 213 24 429 46 28 14 121 90 110 102 70 25 7434 260 -18 278 86 28
"921013562" "921013562" 48.2672 12.69565 "nat" 2011 "DE" 1 120 213 24 436 47 29 14 123 92 112 104 71 25 7431 261 -19 280 86 29
"921018849" "921018849" 49.83898 8.56779 "nat" 2009 "DE" 106 103 185 19 669 79 43 20 219 132 219 141 86 32 6490 247 -16 263 185 31
"921019569" "921019569" 49.34568 8.64301 "nat" 2012 "DE" 13 120 213 27 460 51 31 14 134 98 114 112 71 25 7320 261 -16 277 88 31
"921020901" "921020901" 46.8891 20.44412 "nat" 2010 "HU" 1 120 213 24 436 47 29 14 123 92 112 104 71 25 7431 261 -19 280 86 29
"921022746" "921022746" 49.39665 8.68797 "nat" 2011 "DE" 106 100 183 17 639 73 41 19 207 126 207 137 87 33 6445 246 -16 262 183 29
"924817442" "924817442" 39.38553 -105.05917 "inv" 1963 "US" 458 80 166 -14 992 126 54 30 364 183 364 192 93 32 6993 230 -57 287 166 1
"924817466" "924817466" 44.89556 -85.41639 "inv" 1964 "US" 97 99 182 13 619 69 38 19 198 121 198 132 89 33 6578 247 -22 269 182 26
"924817534" "924817534" 44.89556 -85.41639 "inv" 1964 "US" 106 103 185 19 669 79 43 20 219 132 219 141 86 32 6490 247 -16 263 185 31
"BG001" "BG001" 43.3819444444444 28.4575 "nat" 2008 "BG" 81 107 203 0 528 71 28 27 182 90 173 106 100 31 7858 272 -47 319 188 19
"CA001" "CA001" 49.0149388888889 -122.882097222222 "inv" 2008 "CA" 115 103 185 18 666 79 42 21 219 131 219 140 86 32 6509 246 -17 263 185 30
"CA002" "CA002" 49.3499833333333 -119.923508333333 "inv" 2008 "CA" 106 103 185 19 669 79 43 20 219 132 219 141 86 32 6490 247 -16 263 185 31
"CA003" "CA003" 49.3499833333333 -119.923508333333 "inv" 2006 "CA" 2235 59 159 -33 460 69 11 50 186 44 186 44 179 44 7549 269 -129 398 159 -33
"CA004" "CA004" 50.8333333333333 -120.616666666667 "inv" 2008 "CA" 178 71 189 -55 797 102 36 25 260 136 227 148 113 29 9521 271 -116 387 145 -48
"CA005" "CA005" 49.5816416666667 -118.426277777778 "inv" 2008 "CA" 178 71 189 -55 797 102 36 25 260 136 227 148 113 29 9521 271 -116 387 145 -48
"CA006" "CA006" 49.3201805555556 -118.370436111111 "inv" 2008 "CA" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"CA007" "CA007" 49.2961027777778 -118.473830555556 "inv" 2008 "CA" 849 104 194 21 509 93 9 64 251 41 45 238 170 46 6823 322 -41 363 24 192
"CA008" "CA008" 49.0120833333333 -118.645711111111 "inv" 2008 "CA" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"CA009" "CA009" 49.2961027777778 -118.473830555556 "inv" 2010 "CA" 1185 98 180 27 1149 194 6 75 560 41 51 543 156 47 6183 295 -34 329 32 179
"CA010" "CA010" 49.3201805555556 -118.370436111111 "inv" 2010 "CA" 1293 76 165 -8 369 60 7 50 160 36 45 143 160 44 6814 283 -77 360 -3 164
"CA011" "CA011" 49.2961027777778 -118.473830555556 "inv" 2009 "CA" 24 122 161 85 1175 204 4 76 581 34 43 566 94 54 3006 215 41 174 89 158
"CA012" "CA012" 50.8333333333333 -120.616666666667 "inv" 2009 "CA" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"CA013" "CA013" 49.3201805555556 -118.370436111111 "inv" 2009 "CA" 2155 56 138 -14 1146 201 11 73 550 51 57 549 136 44 6112 233 -75 308 -3 136
"CA014" "CA014" 49.3499833333333 -119.923508333333 "inv" 2009 "CA" 1778 82 166 11 1207 214 8 77 589 38 48 589 138 44 6234 264 -47 311 11 165
"GR001" "GR001" 40.1566666666667 22.5480555555556 "nat" 2008 "GR" 1231 97 178 25 857 160 3 75 428 25 25 428 154 46 6132 292 -37 329 25 178
"GR002" "GR002" 40.6213888888889 23.0786111111111 "nat" 2008 "GR" 1724 78 160 7 1498 272 8 78 743 46 51 743 143 45 6165 262 -55 317 7 159
"GR003" "GR003" 40.8508333333333 25.7930555555556 "nat" 2008 "GR" 2305 69 160 -11 275 43 10 45 113 38 40 113 143 42 6778 257 -80 337 -11 134
"HU001" "HU001" 47.6419444444444 18.7825 "nat" 2008 "HU" 1933 63 145 -11 890 166 10 73 445 45 48 445 149 45 6218 253 -74 327 -11 144
"RO001" "RO001" 44.1102777777778 28.6369444444444 "nat" 2008 "RO" 1070 102 182 25 1054 200 5 78 534 33 33 534 192 51 6203 324 -49 373 25 182
"RO002" "RO002" 43.9024333333333 28.5739166666667 "nat" 2005 "RO" 1691 87 181 1 339 53 11 50 143 40 40 143 174 46 7024 297 -79 376 1 181
"RO003" "RO003" 44.3896666666667 28.5266388888889 "nat" 2005 "RO" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"RO004" "RO004" 45.5761833333333 29.51805 "nat" 2005 "RO" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"RO005" "RO005" 45.4978611111111 27.9118055555556 "nat" 2005 "RO" 1231 97 178 25 857 160 3 75 428 25 25 428 154 46 6132 292 -37 329 25 178
"RU001" "RU001" 51.38333333 56.8 "nat" 2006 "RU" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"RU002" "RU002" 49.1791667 53.2422611 "nat" 2006 "RU" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"RU003" "RU003" 38.1625 54.8 "nat" 2006 "RU" 1894 94 175 23 748 134 3 79 386 35 55 379 158 48 6119 276 -51 327 29 149
"RU004" "RU004" 60.16666667 55.01666667 "nat" 2006 "RU" 2032 86 166 16 719 128 3 78 368 36 39 362 157 48 6000 266 -58 324 22 140
"RU005" "RU005" 49.1876667 53.2534694 "nat" 2006 "RU" 399 133 180 90 410 78 1 87 218 4 9 215 164 62 3603 277 13 264 94 177
"RU006" "RU006" 44.13999722 44.02 "nat" 2006 "RU" 1050 127 214 53 947 171 3 81 476 18 25 476 152 45 6474 322 -11 333 53 213
"RU007" "RU007" 45.3258333333333 37.2236111111111 "nat" 2001 "RU" 1497 98 182 27 1317 234 6 79 645 32 43 645 137 44 6272 281 -29 310 27 181
"RU008" "RU008" 44.05 43.06000278 "nat" 2006 "RU" 1458 102 185 28 1081 191 8 75 525 37 46 525 147 45 6267 288 -34 322 28 184
"TR001" "TR001" 41.7511111111111 27.2477777777778 "nat" 2008 "TR" 1208 123 207 55 1329 231 6 78 639 30 43 639 135 44 6156 303 0 303 55 204
"TR002" "TR002" 41.0123777777778 28.975925 "nat" 2006 "TR" 1055 126 212 53 1030 187 3 82 520 19 23 520 148 45 6382 317 -6 323 53 210
"TR003" "TR003" 38.7672222222222 37.0038888888889 "nat" 2002 "TR" 39 122 159 87 1361 254 3 81 698 28 39 698 92 53 2850 213 41 172 87 155
"TR004" "TR004" 38.3672222222222 42.7736111111111 "nat" 2002 "TR" 1055 126 212 53 1030 187 3 82 520 19 23 520 148 45 6382 317 -6 323 53 210
"TR005" "TR005" 39.7825 41.0736111111111 "nat" 2002 "TR" 1575 95 187 12 408 68 10 59 183 37 37 183 171 46 6869 304 -65 369 12 187
"UA001" "UA001" 48.1006666666667 37.8161111111111 "nat" 2006 "UA" 2477 41 123 -26 1214 205 14 70 572 62 67 563 129 43 6046 209 -88 297 -15 121
"UA002" "UA002" 48.1523333333333 37.8405833333333 "nat" 2006 "UA" 987 130 218 55 917 166 3 81 461 17 24 461 154 45 6514 326 -9 335 55 216
"UA003" "UA003" 50.48075 30.4863055555556 "nat" 2006 "UA" 175 81 203 -49 748 96 30 28 241 115 223 115 108 27 9740 282 -105 387 193 -49
"UA004" "UA004" 48.6460277777778 30.7750833333333 "nat" 2006 "UA" 97 99 182 13 619 69 38 19 198 121 198 132 89 33 6578 247 -22 269 182 26
"UA005" "UA005" 47.862 38.4606944444444 "nat" 2006 "UA" 16 120 212 25 448 49 30 13 129 96 112 109 70 25 7334 259 -17 276 87 29
"UA006" "UA006" 45.7083333333333 33.3497222222222 "nat" 2002 "UA" 47 96 213 -27 1138 103 79 7 299 259 288 263 121 31 9223 293 -92 385 143 -15
"UA007" "UA007" 48.0922222222222 30.7497222222222 "nat" 2001 "UA" 1590 87 197 -16 369 64 10 53 156 31 127 31 159 39 8311 298 -101 399 173 -16
"UA008" "UA008" 46.7572222222222 32.7661111111111 "nat" 2001 "UA" 1835 87 192 -9 432 67 13 43 168 46 145 46 160 41 7847 292 -95 387 167 -9
"US001" "US001" 45.6152333333333 -120.787533333333 "inv" 2008 "US" 1676 97 207 -5 429 67 13 42 163 48 139 48 161 40 8261 305 -95 400 181 -5
"US002" "US002" 46.1822666666667 -118.82615 "inv" 2008 "US" 1676 97 207 -5 429 67 13 42 163 48 139 48 161 40 8261 305 -95 400 181 -5
"US003" "US003" 46.60415 -116.64175 "inv" 2008 "US" 1966 79 185 -18 444 66 12 47 181 43 169 43 172 42 7926 291 -112 403 160 -18
"US004" "US004" 39.5303944444444 -118.185611111111 "inv" 2001 "US" 2040 77 183 -21 427 68 9 59 190 32 186 32 165 41 7998 285 -110 395 158 -21
"US005" "US005" 47.1949361111111 -119.061638888889 "inv" 2004 "US" 1919 83 189 -16 439 66 12 48 180 43 166 43 170 42 8002 294 -109 403 164 -16
"US006" "US006" 39.7028333333333 -105.324222222222 "inv" 2005 "US" 1702 95 205 -7 433 66 13 40 163 48 141 48 163 40 8241 304 -98 402 178 -7
"US007" "US007" 39.6966666666667 -104.807583333333 "inv" 2005 "US" 1676 97 207 -5 429 67 13 42 163 48 139 48 161 40 8261 305 -95 400 181 -5
"US008" "US008" 45.9163333333333 -118.441166666667 "inv" 2005 "US" 1676 97 207 -5 429 67 13 42 163 48 139 48 161 40 8261 305 -95 400 181 -5
"US009" "US009" 45.60475 -120.816027777778 "inv" 2005 "US" 1676 97 207 -5 429 67 13 42 163 48 139 48 161 40 8261 305 -95 400 181 -5
"US010" "US010" 43.8371388888889 -105.125388888889 "inv" 2005 "US" 1895 84 192 -16 433 64 12 48 178 42 168 42 172 42 8114 297 -111 408 166 -16
"US011" "US011" 43.3855277777778 -106.937333333333 "inv" 2005 "US" 2013 76 182 -21 438 66 11 52 182 39 180 39 174 43 7913 288 -116 404 157 -21
"US012" "US012" 40.5281527777778 -104.848788888889 "inv" 2001 "US" 1609 101 213 -3 394 67 12 50 165 41 138 41 153 38 8424 309 -86 395 186 -3
"US013" "US013" 40.5612027777778 -104.865452777778 "inv" 2002 "US" 1662 99 210 -4 409 69 13 49 174 42 149 42 154 38 8375 308 -87 395 184 -4
"US014" "US014" 40.1222666666667 -101.280283333333 "inv" 2002 "US" 2447 42 141 -50 427 55 19 36 154 61 151 61 158 42 7461 246 -125 371 117 -50
"US015" "US015" 42.7253611111111 -118.001033333333 "inv" 2002 "US" 2405 47 144 -43 469 61 17 38 170 60 168 60 168 44 7336 250 -130 380 121 -43
"US016" "US016" 46.8681166666667 -109.066486111111 "inv" 2002 "US" 2272 50 154 -44 383 57 12 49 160 39 145 39 149 40 7791 256 -115 371 128 -44
"US017" "US017" 40.4211055555556 -122.555069444444 "inv" 2002 "US" 1633 101 212 -2 404 68 13 48 168 43 141 43 152 38 8403 308 -85 393 186 -2
"US018" "US018" 43.5467722222222 -118.913991666667 "inv" 2002 "US" 2423 45 143 -45 468 67 14 44 181 52 181 52 174 44 7370 251 -137 388 143 -45
"US019" "US019" 40.8023416666667 -104.409911111111 "inv" 2002 "US" 1993 78 183 -19 446 66 12 48 183 43 171 43 171 42 7908 289 -113 402 158 -19
"US020" "US020" 46.9839888888889 -119.580186111111 "inv" 2002 "US" 1528 102 215 -5 379 65 12 49 158 38 130 38 156 38 8577 314 -91 405 190 -5
"US021" "US021" 46.617 -110.092138888889 "inv" 2002 "US" 1860 85 192 -14 442 65 12 45 174 46 161 46 172 42 8030 298 -109 407 167 -14
"US022" "US022" 45.74515 -119.784683333333 "inv" 2002 "US" 45 70 159 -13 749 91 38 26 253 131 210 149 52 21 6791 198 -43 241 122 10
"US024" "US024" 34.8557 -110.235983333333 "inv" 2003 "US" 1575 95 187 12 408 68 10 59 183 37 37 183 171 46 6869 304 -65 369 12 187
"US025" "US025" 46.8530555555556 -115.59 "inv" 2002 "US" 154 95 170 18 650 67 40 16 196 127 196 157 80 33 5943 227 -13 240 170 55
"US026" "US026" 40.3719055555556 -104.472561111111 "inv" 2002 "US" 2305 69 160 -11 275 43 10 45 113 38 40 113 143 42 6778 257 -80 337 -11 134
