CrossID	Rack	Pos	Barcode	Origin	Exp	Trt	Pop	CrossNum	Indiv	LfCount1	LfLgth1	LfWdth1	LfCountH	LfLgthH	LfWdthH	BoltedatH	FlrHeadCount	CrownDiam.mm	ShootMass.g	LfCount2	LfLgth2	LfWdth2	FlwrDate	FlwrCol	SLAmass.g	SLAarea	SLAdate	HarvestDay	BoltDay	DeathDay	WiltDay	TotWiltDay	m.date1	m.date2	m.dateH	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	sla	sla.log	Mass.log	Crown.log
262	SERG-1	14	43	SERG-1-3	sk	ass map	control	SERG	1	3	16	9.5	2.5	6	15.5	3.6	y	47	0.7	2.593	18	12	3	NA		NA	NA	79	84	51	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	1	NA	NA	0.952815506556527	-0.356674943938732
263	SERG-1	14	7	SERG-1-4	sk	ass map	control	SERG	1	4	16	11.7	4.2	25	10.5	3.5	y	31	0.9	3.386	7	12.7	4	45	purple	NA	NA	NA	84	11	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	1	NA	NA	1.21964928371094	-0.105360515657826
264	SERG-1	17	43	SERG-1-7	sk	array	control	SERG	1	7	11	11.4	3.5	0	0	0	y	115	0.6	4.779	6	10.5	3	20	purple	NA	NA	63	NA	NA	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	1	NA	NA	1.56423131959602	-0.510825623765991
265	SERG-1	20	15	SERG-1-6	sk	ass map	control	SERG	1	6	33	10.1	3.6	3	8.8	3.1	y	44	0.6	3.014	24	9.6	2.7	38	purple	NA	NA	NA	86	-3	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	1	NA	NA	1.1032681002043	-0.510825623765991
266	SERG-1	19	15	SERG-1-1	sk	ass map	control	SERG	1	1	15	13.6	4.7	28	18.5	4.5	y	48	0.6	4.41	9	13.4	5.3	38	light purple	NA	NA	NA	86	13	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	1	NA	NA	1.48387468945875	-0.510825623765991
267	SERG-1	23	41	SERG-1-2	sk	ass map	control	SERG	1	2	11	11.2	4.2	0	0	0	y	39	0.6	3.299	2	8.5	2.1	38	purple	NA	NA	NA	85	-3	NA	NA	NA	0	22	78	1	1	NA	NA	NA	NA	1	NA	NA	1.19361939224644	-0.510825623765991
268	SERG-2	14	27	SERG-2-1	sk	ass map	control	SERG	2	1	13	22.7	4.8	10	33.1	9.2	n	NA	0.7	2.768	13	22.4	4.2	NA		0.185	28.22	79	84	NA	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	0	152.540540540541	5.02743040032848	1.01812503775542	-0.356674943938732
269	SERG-2	23	16	SERG-2-2	sk	ass map	control	SERG	2	2	18	17.7	2.3	4	13.1	2.6	y	32	0.5	2.788	19	21.2	3.6	65	purple	0.015	2.402	84	85	31	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	1	160.133333333333	5.07600680153772	1.02532449289828	-0.693147180559945
270	SERG-2	17	29	SERG-2-4	sk	ass map	control	SERG	2	4	17	17.7	3.8	18	29.2	6.6	y	9	2.7	4.135	19	22.5	4.8	73	purple	0.125	11.119	63	85	51	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	1	88.952	4.48809689840095	1.41948732847565	0.993251773010283
271	SERG-2	23	27	SERG-2-7	sk	ass map	control	SERG	2	7	18	14.1	2.7	0	0	0	y	53	0.5	3.705	NA	NA	NA	65	purple	NA	NA	84	85	38	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	1	NA	NA	1.30968325874805	-0.693147180559945
272	SERG-2	17	36	SERG-2-8	sk	ass map	control	SERG	2	8	14	12.6	3.8	0	0	0	y	34	0.5	2.788	17	14.5	3.5	65	purple	NA	NA	NA	85	31	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	1	NA	NA	1.02532449289828	-0.693147180559945
273	SERG-2	22	38	SERG-2-9	sk	ass map	control	SERG	2	9	15	15.8	4.6	14	23.7	5.8	n	NA	0.7	2.272	25	25.6	4.7	NA		0.158	NA	80	86	NA	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	0	NA	NA	0.820660500858905	-0.356674943938732
274	SERG-2	22	16	SERG-2-3	sk	ass map	control	SERG	2	3	12	16.9	3.6	0	0	0	y	43	0.5	1.724	15	17.3	3.2	NA		NA	NA	80	86	65	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	1	NA	NA	0.544647172241501	-0.693147180559945
275	SERG-2	15	16	SERG-2-6	sk	ass map	control	SERG	2	6	17	15.4	3.7	0	0	0	y	41	0.4	2.802	28	18.1	4.5	NA		NA	NA	83	86	65	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	1	NA	NA	1.03033344791482	-0.916290731874155
276	SERG-2	16	48	SERG-2-5	sk	array	control	SERG	2	5	17	13.2	3.4	8	14.6	3.3	y	26	0.5	2.258	48	13.1	4.1	NA		NA	NA	78	NA	NA	NA	NA	NA	0	22	78	2	2	NA	NA	NA	NA	1	NA	NA	0.81447946572747	-0.693147180559945
277	SERG-3	21	8	SERG-3-6	sk	ass map	control	SERG	3	6	15	14.2	3.6	0	0	0	y	43	0.5	2.639	14	13.3	3.6	45	purple	NA	NA	79	86	38	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	0.970400057521187	-0.693147180559945
278	SERG-3	15	5	SERG-3-1	sk	ass map	control	SERG	3	1	12	13.6	2.2	16	19.5	4.3	y	6	0.6	2.224	20	13.5	2.3	NA		NA	NA	NA	86	73	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	0.799307376388336	-0.510825623765991
279	SERG-3	17	11	SERG-3-7	sk	ass map	control	SERG	3	7	11	13.2	4.7	1	12.2	4.3	y	77	0.55	3.711	6	12.4	3.2	38	purple	NA	NA	NA	85	-3	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	1.31130138207846	-0.59783700075562
280	SERG-3	22	32	SERG-3-2	sk	ass map	control	SERG	3	2	11	20.5	3.7	0	0	0	y	25	0.6	1.776	13	18.7	3.4	86	light purple	NA	NA	NA	86	65	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	0.574363644569978	-0.510825623765991
281	SERG-3	21	5	SERG-3-5	sk	ass map	control	SERG	3	5	13	12.9	3.7	0	0	0	y	14	0.7	2.578	20	15.3	3.7	NA		0.047	NA	79	86	73	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	0.947013904516996	-0.356674943938732
282	SERG-3	18	45	SERG-3-4	sk	ass map	control	SERG	3	4	10	15.4	4.2	0	0	0	y	26	0.85	2.086	9	14	3.4	NA		NA	NA	83	85	51	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	0.735248356578581	-0.162518929497775
283	SERG-3	14	5	SERG-3-8	sk	ass map	control	SERG	3	8	20	13.8	3.7	2	10.5	2.5	y	32	0.6	1.801	15	13.1	3.7	38	purple	NA	NA	NA	84	13	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	0.588342066193819	-0.510825623765991
284	SERG-3	12	1	SERG-3-9	sk	ass map	control	SERG	3	9	12	16.2	4.3	0	0	0	y	32	0.65	3.517	16	15.5	5.6	84	purple	0.061	8.417	63	84	55	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	137.983606557377	4.92713488503826	1.25760835349185	-0.430782916092454
285	SERG-3	23	38	SERG-3-10	sk	ass map	control	SERG	3	10	12	16.6	3.6	8	17	5.2	y	10	0.95	3.213	17	19.1	4.3	NA		0.095	13.028	84	85	65	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	137.136842105263	4.92097927479558	1.16720508013372	-0.0512932943875506
286	SERG-3	20	12	SERG-3-3	sk	ass map	control	SERG	3	3	14	17.9	5.2	0	NA	0	y	119	0.55	4.523	11	17.1	5.9	38	purple	NA	NA	NA	86	13	NA	NA	NA	0	22	78	3	3	NA	NA	NA	NA	1	NA	NA	1.50917549049571	-0.59783700075562
287	TR001-1	9	38	TR001-1-1	nat	mat fx	drought	TR001	1	1	14	16.8	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	2	3	0	22	78	12M	12	M	29K	29	K	NA	NA	NA	NA	NA
288	TR001-3	7	9	TR001-3-1	nat	mat fx	control	TR001	3	1	12	14.8	2.9	16	22	3.1	n	NA	0.6	2.177	12	18.2	3.1	NA		0.108	14.419	83	86	NA	NA	NA	NA	0	22	78	12M	12	M	10A	10	A	0	133.509259259259	4.89417083318243	0.77794778225241	-0.510825623765991
289	TR001-3	9	29	TR001-3-2	nat	mat fx	drought	TR001	3	2	11	14.9	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2	6	0	22	78	12M	12	M	10A	10	A	NA	NA	NA	NA	NA
290	TR001-7	20	1	TR001-7-1	nat	ass map	control	TR001	7	1	12	18.1	3.5	14	23.3	4.8	n	NA	0.8	2.05	13	18	3.4	NA		0.118	21.236	80	86	NA	NA	NA	NA	0	22	78	1K	1	K	12M	12	M	0	179.966101694915	5.1927685092379	0.717839793150317	-0.22314355131421
291	TR001-9	7	20	TR001-9-6	nat	mat fx	control	TR001	9	6	17	15.1	4.5	19	17.5	3.7	n	NA	0.7	1.9	11	14.8	3.7	NA		0.056	8.329	83	86	NA	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	0	148.732142857143	5.00214698920019	0.641853886172395	-0.356674943938732
292	TR001-9	21	10	TR001-9-4	nat	ass map	control	TR001	9	4	14	15	3.2	13	27.8	4	n	NA	0.9	2.001	17	21	3.5	NA		0.129	23.725	79	86	NA	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	0	183.914728682171	5.21447221911646	0.693647055601596	-0.105360515657826
293	TR001-9	15	20	TR001-9-8	nat	ass map	control	TR001	9	8	12	20.6	4	17	29.5	4.8	n	NA	0.7	2.776	14	20.4	4.3	NA		0.182	24.048	83	86	NA	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	0	132.131868131868	4.88380042491596	1.02101104264456	-0.356674943938732
294	TR001-9	7	49	TR001-9-23	nat	mat fx	control	TR001	9	23	15	15.9	2.9	21	14.6	3.5	y	NA	0.8	2.954	13	14.7	2.8	NA		0.064	7.922	83	86	65	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	1	123.78125	4.81851589482219	1.08316018410919	-0.22314355131421
295	TR001-9	18	25	TR001-9-11	nat	ass map	control	TR001	9	11	13	19.9	4.8	15	26.2	5.8	n	NA	0.75	2.835	13	20.5	5.3	NA		0.196	26.84	83	85	NA	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	0	136.938775510204	4.9195339318551	1.04204193717972	-0.287682072451781
296	TR001-9	9	14	TR001-9-2	nat	mat fx	drought	TR001	9	2	13	13.5	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	3	5	0	22	78	29K	29	K	12M	12	M	NA	NA	NA	NA	NA
297	TR001-9	7	36	TR001-9-9	nat	mat fx	control	TR001	9	9	16	16.1	2.5	0	0	0	y	71	0.5	2.697	12	16.3	3	51	white	NA	NA	NA	86	13	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	1	NA	NA	0.992140044157593	-0.693147180559945
298	TR001-9	7	3	TR001-9-18	nat	mat fx	control	TR001	9	18	13	17.5	3.3	12	21	3.4	n	NA	1	1.695	10	16.5	3.7	NA		0.129	18.893	83	86	NA	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	0	146.457364341085	4.98673435771165	0.527682740832414	0
299	TR001-9	6	21	TR001-9-13	nat	mat fx	control	TR001	9	13	16	17.3	3.3	3	26.3	3.1	y	NA	0.9	3.595	11	18.5	5.8	NA		0.078	NA	84	84	65	NA	NA	NA	0	22	78	29K	29	K	12M	12	M	1	NA	NA	1.27954399117301	-0.105360515657826
300	US001-1	16	23	US001-1-1	inv	ass map	control	US001	1	1	18	14.8	4	9	19.6	5.6	n	NA	1	4.602	19	22.5	6	NA		0.193	32.105	78	80	NA	NA	NA	NA	0	22	78	22N	22	N	23D	23	D	0	166.347150259067	5.11407687132326	1.52649099161317	0
301	US001-10	6	40	US001-10-3	inv	mat fx	control	US001	10	3	15	21.3	3.9	8	27.6	4.7	n	NA	0.7	3.088	10	18.9	5	NA		0.177	32.59	84	84	NA	NA	NA	NA	0	22	78	20L	20	L	5L	5	L	0	184.124293785311	5.21561103925778	1.12752363216253	-0.356674943938732
302	US001-10	18	23	US001-10-7	inv	ass map	control	US001	10	7	9	20.3	3.1	21	18	4.3	n	NA	1	2.51	10	20.6	35	NA		0.191	33.105	83	85	NA	NA	NA	NA	0	22	78	20L	20	L	5L	5	L	0	173.324607329843	5.15516617931232	0.920282753143692	0
303	US001-10	7	7	US001-10-5	inv	mat fx	control	US001	10	5	12	16	3.5	15	21	2.5	n	NA	1	3.484	9	16.2	3.8	NA		0.194	25.093	83	86	NA	NA	NA	NA	0	22	78	20L	20	L	5L	5	L	0	129.345360824742	4.86248604269889	1.24818105899026	0
304	US001-10	6	45	US001-10-4	inv	mat fx	control	US001	10	4	14	15.5	3.8	13	23.2	5	n	NA	0.9	3.882	10	16.7	5.2	NA		0.221	37.256	84	84	NA	NA	NA	NA	0	22	78	20L	20	L	5L	5	L	0	168.579185520362	5.12740558314446	1.35635048474682	-0.105360515657826
305	US001-10	22	29	US001-10-1	inv	ass map	control	US001	10	1	14	20.9	3.1	10	27.5	6.1	n	NA	0.9	3.2	10	28.2	6.9	NA		0.198	35.402	80	86	NA	NA	NA	NA	0	22	78	20L	20	L	5L	5	L	0	178.79797979798	5.18625656400657	1.16315080980568	-0.105360515657826
306	US001-2	19	25	US001-2-1	inv	ass map	control	US001	2	1	16	19.3	6	21	22.7	5.5	n	NA	1.1	4.285	11	24	6.7	NA		0.3	50.964	79	86	NA	NA	NA	NA	0	22	78	22N	22	N	23N	23	N	0	169.88	5.13509230544507	1.45512055204974	0.0953101798043249
307	US001-2	20	29	US001-2-4	inv	ass map	control	US001	2	4	13	24.3	6.5	13	20.5	4.7	n	NA	1	3.713	14	24.2	6.4	NA		0.2	33.337	80	86	NA	NA	NA	NA	0	22	78	22N	22	N	23N	23	N	0	166.685	5.11610580370453	1.31184017519494	0
308	US001-3	15	1	US001-3-1	inv	ass map	control	US001	3	1	14	22.2	4.5	55	20.5	4.3	y	2	0.6	3.241	13	22.5	4	NA		0.094	NA	83	86	73	NA	NA	NA	0	22	78	22M	22	M	22N	22	N	1	NA	NA	1.17588192415941	-0.510825623765991
309	US001-4	9	7	US001-4-5	inv	mat fx	drought	US001	4	5	19	19.3	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	3	0	22	78	22M	22	M	23N	23	N	NA	NA	NA	NA	NA
310	US001-4	16	27	US001-4-7	inv	ass map	control	US001	4	7	25	18.4	3.6	32	27.1	6.5	n	0	1.1	4.175	22	23.2	6.2	NA		0.136	27.885	78	80	NA	NA	NA	NA	0	22	78	22M	22	M	23N	23	N	0	205.036764705882	5.3231893030876	1.42911435830282	0.0953101798043249
311	US001-4	21	3	US001-4-10	inv	ass map	control	US001	4	10	20	19.4	4.2	31	26.5	5.4	n	NA	1	4.321	19	24.3	5.9	NA		0.189	32.772	79	86	NA	NA	NA	NA	0	22	78	22M	22	M	23N	23	N	0	173.396825396825	5.15558275620206	1.4634868569498	0
312	US001-4	19	9	US001-4-4	inv	ass map	control	US001	4	4	15	15.5	4.3	19	23.1	6.1	n	NA	1.1	4.17	17	24.6	5.9	NA		0.216	42.4	79	86	NA	NA	NA	NA	0	22	78	22M	22	M	23N	23	N	0	196.296296296296	5.27962523353588	1.42791603581071	0.0953101798043249
313	US001-4	23	31	US001-4-1	inv	ass map	control	US001	4	1	16	19.7	3.9	13	28.1	4.6	n	NA	0.7	3.336	19	21.2	3.2	NA		0.087	19.84	84	85	NA	NA	NA	NA	0	22	78	22M	22	M	23N	23	N	0	228.045977011494	5.42954726218428	1.2047724844965	-0.356674943938732
314	US001-5	21	36	US001-5-1	inv	ass map	control	US001	5	1	15	23	3.8	12	33.7	5.5	n	NA	0.8	3.351	13	26.3	5.2	NA		0.153	34.93	79	86	NA	NA	NA	NA	0	22	78	22M	22	M	20M	20	M	0	228.300653594771	5.43066341640844	1.20925880875517	-0.22314355131421
315	US001-6	14	50	US001-6-4	inv	ass map	control	US001	6	4	17	18.6	3.8	15	18	3.4	n	NA	0.9	3.541	15	18	4.3	NA		0.126	16.705	79	84	NA	NA	NA	NA	0	22	78	23N	23	N	22N	22	N	0	132.579365079365	4.88718144783938	1.26440917312977	-0.105360515657826
316	US001-6	21	1	US001-6-2	inv	ass map	control	US001	6	2	14	20.7	4.5	12	28	4	n	NA	0.8	2.95	12	21.8	5.3	NA		0.134	27.937	79	86	NA	NA	NA	NA	0	22	78	23N	23	N	22N	22	N	0	208.485074626866	5.33986745415314	1.08180517035173	-0.22314355131421
317	US001-6	6	20	US001-6-3	inv	mat fx	control	US001	6	3	14	20.2	4.3	19	31.6	6.4	n	NA	0.9	4.28	15	20.8	5.2	NA		0.16	28.432	84	84	NA	NA	NA	NA	0	22	78	23N	23	N	22N	22	N	0	177.7	5.18009673516061	1.45395300959371	-0.105360515657826
318	US001-6	15	29	US001-6-1	inv	ass map	control	US001	6	1	18	14.8	3.9	14	31	6	n	NA	0.8	3.654	NA	NA	NA	NA		0.193	33.883	83	86	NA	NA	NA	NA	0	22	78	23N	23	N	22N	22	N	0	175.559585492228	5.1679785037568	1.29582245795581	-0.22314355131421
319	US001-7	21	25	US001-7-10	inv	ass map	control	US001	7	10	13	24.7	5.4	19	33.2	5.2	n	NA	0.7	3.869	14	26.6	5.8	NA		0.161	NA	79	86	NA	NA	NA	NA	0	22	78	23N	23	N	23D	23	D	0	NA	NA	1.35299607571838	-0.356674943938732
320	US001-7	22	41	US001-7-11	inv	ass map	control	US001	7	11	12	21.2	5.7	13	25.5	6.4	n	NA	0.9	3.258	10	19.3	7.4	NA		0.181	NA	80	86	NA	NA	NA	NA	0	22	78	23N	23	N	23D	23	D	0	NA	NA	1.18111351017985	-0.105360515657826
321	US001-7	9	3	US001-7-9	inv	mat fx	drought	US001	7	9	15	20.3	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	3	0	22	78	23N	23	N	23D	23	D	NA	NA	NA	NA	NA
322	US001-7	15	34	US001-7-3	inv	ass map	control	US001	7	3	14	17.9	5.1	19	25	5.1	n	NA	0.8	4.414	17	26.1	7.3	NA		0.185	29.956	83	86	NA	NA	NA	NA	0	22	78	23N	23	N	23D	23	D	0	161.924324324324	5.08712909229093	1.48478130783454	-0.22314355131421
323	US001-7	7	23	US001-7-4	inv	mat fx	control	US001	7	4	16	20.9	4.8	17	25.3	4.1	n	NA	0.8	3.756	NA	NA	NA	NA		0.161	27.146	83	86	NA	NA	NA	NA	0	22	78	23N	23	N	23D	23	D	0	168.608695652174	5.12758061987345	1.32335456134602	-0.22314355131421
324	US001-9	6	43	US001-9-7	inv	mat fx	control	US001	9	7	15	19.9	3.7	11	27.2	4.6	n	NA	0.9	3.704	11	19.7	3.8	NA		0.257	40.578	84	84	NA	NA	NA	NA	0	22	78	23N	23	N	20L	20	L	0	157.891050583658	5.06190524190778	1.30941331678393	-0.105360515657826
325	US001-9	18	35	US001-9-2	inv	ass map	control	US001	9	2	11	18.7	4.6	18	24.4	5.1	n	NA	0.8	3.128	15	18.3	5.8	NA		0.152	30.527	83	85	NA	NA	NA	NA	0	22	78	23N	23	N	20L	20	L	0	200.835526315789	5.3024862960518	1.14039382268306	-0.22314355131421
326	US001-9	9	21	US001-9-3	inv	mat fx	drought	US001	9	3	17	21.4	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	3	0	22	78	23N	23	N	20L	20	L	NA	NA	NA	NA	NA
327	US002-1	23	9	US002-1-1	inv	ass map	control	US002	1	1	33	17.3	2.8	55	20.5	4.3	y	2	0.6	4.665	47	16.5	4.2	NA		0.079	18.544	84	85	65	NA	NA	NA	0	22	78	17L	17	L	24K	24	K	1	234.73417721519	5.45845371311251	1.54008783429931	-0.510825623765991
328	US002-2	9	27	US002-2-3	inv	mat fx	drought	US002	2	3	16	13.7	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	2	6	0	22	78	22K	22	K	24K	24	K	NA	NA	NA	NA	NA
329	US002-2	20	23	US002-2-2	inv	ass map	control	US002	2	2	19	11.2	3.5	23	21.5	5.1	y	NA	1	4.398	17	19.9	6.1	NA		0.193	32.695	80	86	86	NA	NA	NA	0	22	78	22K	22	K	24K	24	K	1	169.40414507772	5.13228725109049	1.48114989213257	0
330	US002-2	17	10	US002-2-1	inv	ass map	control	US002	2	1	15	11.6	4	16	19.5	4.3	y	4	0.9	3.297	15	13.6	2.1	NA		0.175	22.326	63	85	73	NA	NA	NA	0	22	78	22K	22	K	24K	24	K	1	127.577142857143	4.84872122365116	1.19301296408959	-0.105360515657826
331	US002-3	6	38	US002-3-21	inv	mat fx	control	US002	3	21	11	19.6	3.5	10	29.1	5.2	n	NA	0.8	3.458	10	22.1	6.5	NA		0.27	40.1	84	84	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	148.518518518519	5.00070965429629	1.2406903872611	-0.22314355131421
332	US002-3	13	18	US002-3-4	inv	ass map	control	US002	3	4	19	13.6	3.7	20	28	5.5	y	NA	1.1	5.391	20	27.3	8.2	NA		0.21	35.56	80	86	86	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	1	169.333333333333	5.13186915891037	1.68473089646953	0.0953101798043249
333	US002-3	12	36	US002-3-14	inv	ass map	control	US002	3	14	16	15.4	3.4	25	30.6	6.8	n	NA	0.9	3.77	21	30.1	5.7	NA		0.138	29.881	63	84	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	216.528985507246	5.37772442073168	1.32707500145992	-0.105360515657826
334	US002-3	7	14	US002-3-23	inv	mat fx	control	US002	3	23	14	16.4	4.2	21	27	6.2	n	NA	0.7	3.701	22	24	5.2	NA		0.204	30.57	83	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	149.852941176471	5.00965442104066	1.30860305340402	-0.356674943938732
335	US002-3	19	27	US002-3-5	inv	ass map	control	US002	3	5	12	17.1	4.4	14	27.6	8.4	n	NA	0.9	3.973	13	24.4	6.7	NA		0.186	30.204	79	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	162.387096774194	5.08998297121012	1.37952147683246	-0.105360515657826
336	US002-3	12	18	US002-3-27	inv	ass map	control	US002	3	27	14	19.3	4.1	21	28.6	6.7	n	NA	0.7	3.425	11	26.7	6.9	NA		0.16	30.541	63	84	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	190.88125	5.2516515069451	1.23110147171419	-0.356674943938732
337	US002-3	22	49	US002-3-20	inv	ass map	control	US002	3	20	15	22.3	6.1	9	24.8	5	n	NA	1	3.076	11	23.1	4.6	NA		0.249	27.981	80	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	112.373493975904	4.72182809093027	1.1236300516434	0
338	US002-3	13	50	US002-3-15	inv	ass map	control	US002	3	15	11	16	4.1	9	21.4	3.4	n	NA	0.95	2.624	16	18.8	1.5	NA		0.139	23.098	80	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	166.172661870504	5.11302737954434	0.964699871081843	-0.0512932943875506
339	US002-3	21	18	US002-3-7	inv	ass map	control	US002	3	7	13	17.7	3.7	15	28	6.5	n	NA	0.7	3.873	15	29.2	9.6	NA		0.227	NA	79	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	NA	NA	1.35402940053262	-0.356674943938732
340	US002-3	13	15	US002-3-28	inv	ass map	control	US002	3	28	14	20.5	5.4	10	28.5	5.1	y	NA	0.9	3.078	14	20.8	6.7	NA		0.14	33.248	80	86	86	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	1	237.485714285714	5.47010747128965	1.12428003541669	-0.105360515657826
341	US002-3	6	36	US002-3-24	inv	mat fx	control	US002	3	24	20	16.8	3.5	18	27.5	6.3	n	NA	0.9	5.017	27	23.5	5.4	NA		0.222	40.231	84	84	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	181.220720720721	5.19971573983446	1.61283214550212	-0.105360515657826
342	US002-3	23	47	US002-3-16	inv	ass map	control	US002	3	16	12	22.4	5.8	9	19.6	5.6	n	NA	1	2.619	16	22.4	5.8	NA		0.133	19.616	84	85	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	147.488721804511	4.99375171051418	0.962792565525575	0
343	US002-3	12	47	US002-3-9	inv	ass map	control	US002	3	9	13	21.3	4.8	11	28.4	3.6	n	NA	0.9	2.876	13	21.7	5.2	NA		0.104	19.84	63	84	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	190.769230769231	5.25106448169749	1.0564004398588	-0.105360515657826
344	US002-3	22	27	US002-3-8	inv	ass map	control	US002	3	8	21	21.1	5.2	14	34.2	8.4	y	NA	0.9	4.453	14	28.6	5.9	NA		0.316	42.723	80	86	86	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	1	135.199367088608	4.90675048230062	1.49357802633957	-0.105360515657826
345	US002-3	16	32	US002-3-12	inv	ass map	control	US002	3	12	13	21.6	4.5	12	25.7	4.1	n	NA	1	3.041	11	21.5	4.9	NA		0.148	24.074	78	80	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	162.662162162162	5.09167542517557	1.11218640869523	0
346	US002-3	17	38	US002-3-13	inv	ass map	control	US002	3	13	16	17.7	4.7	19	26.2	7.1	n	NA	1	4.703	13	19.2	5.3	NA		0.233	29.742	63	85	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	127.648068669528	4.84927701368293	1.54820060296291	0
347	US002-3	14	9	US002-3-10	inv	ass map	control	US002	3	10	14	20.7	5.3	11	25.1	4.1	n	NA	0.8	3.249	11	21.7	5.6	NA		0.14	19.403	79	84	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	138.592857142857	4.93154054966197	1.17834725668696	-0.22314355131421
348	US002-3	21	38	US002-3-11	inv	ass map	control	US002	3	11	14	20.6	4.9	17	32	5.2	n	NA	0.8	4.285	19	22	3.8	NA		0.184	36.691	79	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	199.407608695652	5.29535101475186	1.45512055204974	-0.22314355131421
349	US002-3	15	12	US002-3-26	inv	ass map	control	US002	3	26	13	20.9	5	11	27.8	6.4	n	NA	0.8	3.356	15	22.8	6.1	NA		0.173	27.194	83	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	157.190751445087	5.05746004521785	1.21074978860496	-0.22314355131421
350	US002-3	19	23	US002-3-17	inv	ass map	control	US002	3	17	12	21.2	6.7	11	28.8	6.3	n	NA	0.95	3.792	13	26.4	7.6	NA		0.206	35.153	79	86	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	170.645631067961	5.13958907331365	1.33289358439278	-0.0512932943875506
351	US002-3	16	16	US002-3-19	inv	ass map	control	US002	3	19	12	21.2	3.9	15	26.4	5.2	n	0	0.9	3.132	14	21.1	4.8	NA		0.184	30.142	78	80	NA	NA	NA	NA	0	22	78	22K	22	K	5K	5	K	0	163.815217391304	5.09873906937064	1.14167177812856	-0.105360515657826
