Origin	Pop	alt	Latitude	Longitude	PC1	CrossID	Rack	Pos	Barcode	Exp	Trt	CrossNum	Indiv	BoltedatH	ShootMass.g	HarvestDay	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	Mass.log	PC2	PC3	time	m.date	lfl	lfw	lfc
US003-3-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	17	34	US003-3-2	ass map	control	3	2	n	4.547	85	20K	20	K	27M	27	M	0	1.51446767484287	-0.0900535661157952	1.97737141315338	3	78	25.7	4.4	25
US003-3-15.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	13	29	US003-3-15	ass map	control	3	15	n	2.988	86	20K	20	K	27M	27	M	0	1.09460426727057	-0.0900535661157952	1.97737141315338	3	78	24.1	4.9	16
US003-3-10.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	6	10	US003-3-10	mat fx	control	3	10	n	3.816	84	20K	20	K	27M	27	M	0	1.33920275358604	-0.0900535661157952	1.97737141315338	3	78	24.1	5	21
US003-3-12.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	23	10	US003-3-12	ass map	control	3	12	n	3.479	85	20K	20	K	27M	27	M	0	1.24674489616981	-0.0900535661157952	1.97737141315338	3	78	17.5	3.7	32
US003-3-11.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	25	US003-3-11	ass map	control	3	11	n	3.895	80	20K	20	K	27M	27	M	0	1.35969367932271	-0.0900535661157952	1.97737141315338	3	78	26.6	4.5	25
US003-3-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	18	15	US003-3-8	ass map	control	3	8	n	3.895	85	20K	20	K	27M	27	M	0	1.35969367932271	-0.0900535661157952	1.97737141315338	3	78	21	5.9	31
US003-3-14.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	20	US003-3-14	ass map	control	3	14	n	2.432	80	20K	20	K	27M	27	M	0	0.888713964103921	-0.0900535661157952	1.97737141315338	3	78	25.5	7	14
US003-3-19.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	18	1	US003-3-19	ass map	control	3	19	n	3.21	85	20K	20	K	27M	27	M	0	1.16627093714192	-0.0900535661157952	1.97737141315338	3	78	21	6.1	13
US003-3-21.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	21	31	US003-3-21	ass map	control	3	21	n	2.795	86	20K	20	K	27M	27	M	0	1.02783210660706	-0.0900535661157952	1.97737141315338	3	78	23	3	16
US003-3-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	19	50	US003-3-5	ass map	control	3	5	n	3.872	86	20K	20	K	27M	27	M	0	1.35377116941433	-0.0900535661157952	1.97737141315338	3	78	22.3	3.7	19
US003-3-16.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	43	US003-3-16	ass map	control	3	16	y	2.918	80	20K	20	K	27M	27	M	1	1.07089845010059	-0.0900535661157952	1.97737141315338	3	78	18.2	4	11
US003-3-17.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	20	45	US003-3-17	ass map	control	3	17	n	2.645	86	20K	20	K	27M	27	M	0	0.972671065310263	-0.0900535661157952	1.97737141315338	3	78	19.4	5.1	16
US003-3-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	12	10	US003-3-4	ass map	control	3	4	n	3.682	84	20K	20	K	27M	27	M	0	1.30345608281089	-0.0900535661157952	1.97737141315338	3	78	23.5	5.9	12
US003-3-13.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	20	49	US003-3-13	ass map	control	3	13	n	3.966	86	20K	20	K	27M	27	M	0	1.3777580300976	-0.0900535661157952	1.97737141315338	3	78	24.3	5.6	16
US003-3-22.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	22	15	US003-3-22	ass map	control	3	22	n	5.373	86	20K	20	K	27M	27	M	0	1.68138641174668	-0.0900535661157952	1.97737141315338	3	78	30.1	7	18
US003-3-7.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	49	US003-3-7	ass map	control	3	7	y	3.373	80	20K	20	K	27M	27	M	1	1.21580255607951	-0.0900535661157952	1.97737141315338	3	78	18.2	4.6	18
US003-3-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	15	30	US003-3-1	ass map	control	3	1	n	2.932	86	20K	20	K	27M	27	M	0	1.07568478402441	-0.0900535661157952	1.97737141315338	3	78	23.5	3	12
US003-3-18.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	20	36	US003-3-18	ass map	control	3	18	y	3.568	86	20K	20	K	27M	27	M	1	1.27200521471776	-0.0900535661157952	1.97737141315338	3	78	25.9	6.2	16
US003-3-9.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	21	49	US003-3-9	ass map	control	3	9	n	2.573	86	20K	20	K	27M	27	M	0	0.945072533299607	-0.0900535661157952	1.97737141315338	3	78	41.7	3.5	10
US003-4-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-4	13	21	US003-4-4	ass map	control	4	4	n	4.37	86	20K	20	K	28L	28	L	0	1.4747630091075	-0.0900535661157952	1.97737141315338	3	78	25.5	4	24
US003-4-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-4	16	41	US003-4-1	ass map	control	4	1	n	2.718	80	20K	20	K	28L	28	L	0	0.999896315728952	-0.0900535661157952	1.97737141315338	3	78	19.1	3.2	15
US003-4-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-4	17	35	US003-4-2	ass map	control	4	2	n	4.03	85	20K	20	K	28L	28	L	0	1.39376637595859	-0.0900535661157952	1.97737141315338	3	78	27.3	6.3	22
US003-5-7.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	14	30	US003-5-7	ass map	control	5	7	y	6.389	84	20K	20	K	19K	19	K	1	1.85457776162021	-0.0900535661157952	1.97737141315338	3	78	23.5	5.3	11
US003-5-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	14	41	US003-5-1	ass map	control	5	1	y	4.864	84	20K	20	K	19K	19	K	1	1.58186114466387	-0.0900535661157952	1.97737141315338	3	78	13.2	3.7	8
US003-5-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	22	11	US003-5-3	ass map	control	5	3	y	5.658	86	20K	20	K	19K	19	K	1	1.73307047287938	-0.0900535661157952	1.97737141315338	3	78	23.9	2.6	8
US003-5-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	19	47	US003-5-4	ass map	control	5	4	y	3.726	86	20K	20	K	19K	19	K	1	1.3153352721794	-0.0900535661157952	1.97737141315338	3	78	20.1	5.1	29
US003-5-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	15	18	US003-5-5	ass map	control	5	5	y	5.27	86	20K	20	K	19K	19	K	1	1.66203036255327	-0.0900535661157952	1.97737141315338	3	78	26.2	4.1	20
US003-5-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	23	3	US003-5-8	ass map	control	5	8	y	4.386	85	20K	20	K	19K	19	K	1	1.4784176499957	-0.0900535661157952	1.97737141315338	3	78	22.5	5.4	27
US003-6-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-6	17	49	US003-6-3	ass map	control	6	3	y	4.93	85	20K	20	K	27N	27	N	1	1.5953389880546	-0.0900535661157952	1.97737141315338	3	78	19.3	4.3	22
US003-6-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-6	14	1	US003-6-1	ass map	control	6	1	y	4.443	84	20K	20	K	27N	27	N	1	1.49132982395377	-0.0900535661157952	1.97737141315338	3	78	13	3.8	13
US003-7-11.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	14	16	US003-7-11	ass map	control	7	11	n	4.787	84	27M	27	M	28L	28	L	0	1.56590391041037	-0.0900535661157952	1.97737141315338	3	78	33.7	7	48
US003-7-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	7	10	US003-7-4	mat fx	control	7	4	n	1.96	86	27M	27	M	28L	28	L	0	0.672944473242426	-0.0900535661157952	1.97737141315338	3	78	18	3.1	17
US003-7-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	16	8	US003-7-8	ass map	control	7	8	y	3.328	80	27M	27	M	28L	28	L	1	1.20237152295896	-0.0900535661157952	1.97737141315338	3	78	30.6	6.1	20
US003-7-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	22	10	US003-7-1	ass map	control	7	1	n	3.472	86	27M	27	M	28L	28	L	0	1.2447307967981	-0.0900535661157952	1.97737141315338	3	78	20.3	4.8	22
US003-7-13.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	13	35	US003-7-13	ass map	control	7	13	n	2.53	86	27M	27	M	28L	28	L	0	0.928219302739429	-0.0900535661157952	1.97737141315338	3	78	29.6	7.8	12
US003-7-6.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	16	45	US003-7-6	ass map	control	7	6	n	1.978	80	27M	27	M	28L	28	L	0	0.68208623320052	-0.0900535661157952	1.97737141315338	3	78	20.9	3.5	9
US003-7-10.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	21	41	US003-7-10	ass map	control	7	10	n	3.184	86	27M	27	M	28L	28	L	0	1.15813826798214	-0.0900535661157952	1.97737141315338	3	78	22	3.4	8
US003-7-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	13	32	US003-7-5	ass map	control	7	5	n	2.691	86	27M	27	M	28L	28	L	0	0.989912871744769	-0.0900535661157952	1.97737141315338	3	78	26.9	6.1	13
US003-7-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	23	7	US003-7-2	ass map	control	7	2	n	3.416	85	27M	27	M	28L	28	L	0	1.22847027592632	-0.0900535661157952	1.97737141315338	3	78	28	5.6	16
US003-7-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	16	47	US003-7-3	ass map	control	7	3	n	2.538	80	27M	27	M	28L	28	L	0	0.931376369292196	-0.0900535661157952	1.97737141315338	3	78	22.7	4.9	15
US003-8-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	17	16	US003-8-1	ass map	control	8	1	n	4.3	85	27M	27	M	19K	19	K	0	1.45861502269952	-0.0900535661157952	1.97737141315338	3	78	26.2	5.7	22
US003-8-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	21	32	US003-8-5	ass map	control	8	5	n	3.664	86	27M	27	M	19K	19	K	0	1.29855544681188	-0.0900535661157952	1.97737141315338	3	78	23	2.5	29
US003-8-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	9	10	US003-8-3	mat fx	drought	8	3	NA	NA	NA	27M	27	M	19K	19	K	NA	NA	-0.0900535661157952	1.97737141315338	3	78	NA	NA	NA
US003-8-7.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	20	20	US003-8-7	ass map	control	8	7	y	4.712	86	27M	27	M	19K	19	K	1	1.55011244634929	-0.0900535661157952	1.97737141315338	3	78	20.7	5.5	24
US003-8-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	12	27	US003-8-4	ass map	control	8	4	n	4.664	84	27M	27	M	19K	19	K	0	1.53987344904819	-0.0900535661157952	1.97737141315338	3	78	23.3	6.2	39
US003-8-2.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	6	50	US003-8-2	mat fx	control	8	2	y	3.295	84	27M	27	M	19K	19	K	1	1.19240616795447	-0.0900535661157952	1.97737141315338	3	78	18.8	4.8	16
US003-8-6.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	20	5	US003-8-6	ass map	control	8	6	y	5.464	86	27M	27	M	19K	19	K	1	1.69818112226849	-0.0900535661157952	1.97737141315338	3	78	0	0	0
US003-9-8.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	15	25	US003-9-8	ass map	control	9	8	y	5.668	86	27M	27	M	20K	20	K	1	1.73483632182843	-0.0900535661157952	1.97737141315338	3	78	0	0	0
US003-9-6.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	13	1	US003-9-6	ass map	control	9	6	y	4.013	86	27M	27	M	20K	20	K	1	1.38953909128478	-0.0900535661157952	1.97737141315338	3	78	17.1	3	5
US003-9-4.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	18	21	US003-9-4	ass map	control	9	4	y	4.589	85	27M	27	M	20K	20	K	1	1.5236621354127	-0.0900535661157952	1.97737141315338	3	78	24.5	6.9	15
US003-9-7.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	7	50	US003-9-7	mat fx	control	9	7	n	2.035	86	27M	27	M	20K	20	K	0	0.710495818894558	-0.0900535661157952	1.97737141315338	3	78	16	4.1	14
US003-9-5.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	12	49	US003-9-5	ass map	control	9	5	n	4.342	84	27M	27	M	20K	20	K	0	1.4683350714561	-0.0900535661157952	1.97737141315338	3	78	24.5	6	21
US003-9-1.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	17	7	US003-9-1	ass map	control	9	1	y	6.338	85	27M	27	M	20K	20	K	1	1.84656326126873	-0.0900535661157952	1.97737141315338	3	78	0	0	0
US003-9-3.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	15	41	US003-9-3	ass map	control	9	3	n	2.432	86	27M	27	M	20K	20	K	0	0.888713964103921	-0.0900535661157952	1.97737141315338	3	78	23.3	3.3	12
US003-9-10.3	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	14	36	US003-9-10	ass map	control	9	10	n	4.158	84	27M	27	M	20K	20	K	0	1.42503418943582	-0.0900535661157952	1.97737141315338	3	78	29.6	4.9	18
BG001-1-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-1	19	45	BG001-1-1	ass map	control	1	1	y	3.035	86	29M	29	M	25L	25	L	1	1.11021142451146	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-10-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-10	14	47	BG001-10-1	array	control	10	1	y	2.883	NA	25L	25	L	17O	17	O	1	1.05883141865627	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-11-2.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-11	20	38	BG001-11-2	ass map	control	11	2	y	5.231	86	25L	25	L	22O	22	O	1	1.65460246438847	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-14-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-14	17	8	BG001-14-1	ass map	control	14	1	y	2.436	85	25N	25	N	17O	17	O	1	0.890357349847651	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-14-2.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-14	6	1	BG001-14-2	mat fx	control	14	2	y	4.193	84	25N	25	N	17O	17	O	1	1.43341646818863	0.177040498419896	-3.48475502810461	3	78	18.7	3.2	15
BG001-16-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-16	13	40	BG001-16-1	ass map	control	16	1	y	3.229	86	17K	17	K	25N	25	N	1	1.17217249177614	0.177040498419896	-3.48475502810461	3	78	22.3	2.8	14
BG001-17-9.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	6	5	BG001-17-9	mat fx	control	17	9	n	3.87	84	17K	17	K	16N	16	N	0	1.35325450704169	0.177040498419896	-3.48475502810461	3	78	20.1	4.8	39
BG001-17-6.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	16	36	BG001-17-6	ass map	control	17	6	n	3.2	80	17K	17	K	16N	16	N	0	1.16315080980568	0.177040498419896	-3.48475502810461	3	78	21.1	3.8	21
BG001-17-10.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	18	29	BG001-17-10	ass map	control	17	10	n	3.394	85	17K	17	K	16N	16	N	0	1.22200916681203	0.177040498419896	-3.48475502810461	3	78	25	4.7	23
BG001-17-4.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	16	18	BG001-17-4	ass map	control	17	4	n	4.047	80	17K	17	K	16N	16	N	0	1.39797586589373	0.177040498419896	-3.48475502810461	3	78	24.9	6.1	30
BG001-17-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	22	35	BG001-17-1	ass map	control	17	1	y	4.909	86	17K	17	K	16N	16	N	1	1.59107025507592	0.177040498419896	-3.48475502810461	3	78	25.8	5.9	7
BG001-17-3.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	19	16	BG001-17-3	ass map	control	17	3	y	3.302	86	17K	17	K	16N	16	N	1	1.19452834549794	0.177040498419896	-3.48475502810461	3	78	25.1	4.8	25
BG001-18-6.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	6	3	BG001-18-6	mat fx	control	18	6	y	3.316	84	16A	16	A	25N	25	N	1	1.19875923727305	0.177040498419896	-3.48475502810461	3	78	23	5.3	4
BG001-18-3.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	15	49	BG001-18-3	ass map	control	18	3	y	1.6	86	16A	16	A	25N	25	N	1	0.470003629245736	0.177040498419896	-3.48475502810461	3	78	NA	0	0
BG001-18-4.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	6	27	BG001-18-4	mat fx	control	18	4	y	4.472	84	16A	16	A	25N	25	N	1	1.4978357358528	0.177040498419896	-3.48475502810461	3	78	23.1	5.3	10
BG001-18-5.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	19	48	BG001-18-5	array	control	18	5	y	3.475	NA	16A	16	A	25N	25	N	1	1.24559447901676	0.177040498419896	-3.48475502810461	3	78	15.3	4.4	1
BG001-18-7.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	14	29	BG001-18-7	ass map	control	18	7	y	3.234	84	16A	16	A	25N	25	N	1	1.17371976115492	0.177040498419896	-3.48475502810461	3	78	20.7	4.9	22
BG001-2-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-2	12	21	BG001-2-1	ass map	control	2	1	y	2.898	84	29M	29	M	25N	25	N	1	1.06402084389849	0.177040498419896	-3.48475502810461	3	78	19.6	4.7	7
BG001-3-2.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-3	7	1	BG001-3-2	mat fx	control	3	2	y	2.726	86	16N	16	N	25L	25	L	1	1.00283533327434	0.177040498419896	-3.48475502810461	3	78	NA	0	0
BG001-4-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-4	17	31	BG001-4-1	ass map	control	4	1	y	2.209	85	22N	22	N	25N	25	N	1	0.79253992443798	0.177040498419896	-3.48475502810461	3	78	14.7	4	4
BG001-5-4.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	13	5	BG001-5-4	ass map	control	5	4	n	1.232	86	22N	22	N	29M	29	M	0	0.208638865111328	0.177040498419896	-3.48475502810461	3	78	25.5	5.6	8
BG001-5-5.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	9	18	BG001-5-5	mat fx	drought	5	5	NA	NA	NA	22N	22	N	29M	29	M	NA	NA	0.177040498419896	-3.48475502810461	3	78	NA	NA	NA
BG001-5-2.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	18	3	BG001-5-2	ass map	control	5	2	y	4.266	85	22N	22	N	29M	29	M	1	1.45067662004916	0.177040498419896	-3.48475502810461	3	78	23.9	5.1	12
BG001-5-6.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	9	36	BG001-5-6	mat fx	drought	5	6	NA	NA	NA	22N	22	N	29M	29	M	NA	NA	0.177040498419896	-3.48475502810461	3	78	NA	NA	NA
BG001-6-3.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-6	19	12	BG001-6-3	ass map	control	6	3	n	2.824	86	22O	22	O	25L	25	L	0	1.038154319631	0.177040498419896	-3.48475502810461	3	78	23.8	5.3	17
BG001-6-5.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-6	15	48	BG001-6-5	array	control	6	5	y	3.899	NA	22O	22	O	25L	25	L	1	1.36072011000046	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-6-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-6	13	8	BG001-6-1	ass map	control	6	1	y	2.338	86	22O	22	O	25L	25	L	1	0.849295863049877	0.177040498419896	-3.48475502810461	3	78	19.5	1	3
BG001-8-2.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-8	22	18	BG001-8-2	ass map	control	8	2	y	6.393	86	25L	25	L	16N	16	N	1	1.85520364178459	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-8-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-8	6	29	BG001-8-1	mat fx	control	8	1	y	6.468	84	25L	25	L	16N	16	N	1	1.86686694171486	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-8-4.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-8	14	34	BG001-8-4	ass map	control	8	4	y	2.937	84	25L	25	L	16N	16	N	1	1.07738865221648	0.177040498419896	-3.48475502810461	3	78	21.9	4.5	1
BG001-9-10.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	16	1	BG001-9-10	ass map	control	9	10	y	3.474	80	25L	25	L	22N	22	N	1	1.24530666781891	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-9-1.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	9	23	BG001-9-1	mat fx	drought	9	1	NA	NA	NA	25L	25	L	22N	22	N	NA	NA	0.177040498419896	-3.48475502810461	3	78	NA	NA	NA
BG001-9-12.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	23	5	BG001-9-12	ass map	control	9	12	y	2.515	85	25L	25	L	22N	22	N	1	0.922272803551703	0.177040498419896	-3.48475502810461	3	78	24	5.2	6
BG001-9-9.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	19	31	BG001-9-9	ass map	control	9	9	y	2.248	86	25L	25	L	22N	22	N	1	0.810040932031445	0.177040498419896	-3.48475502810461	3	78	0	0	0
BG001-9-8.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	13	16	BG001-9-8	ass map	control	9	8	y	3.536	86	25L	25	L	22N	22	N	1	1.2629961447754	0.177040498419896	-3.48475502810461	3	78	20.5	2.5	3
BG001-9-7.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	22	8	BG001-9-7	ass map	control	9	7	n	2.828	86	25L	25	L	22N	22	N	0	1.03956974803433	0.177040498419896	-3.48475502810461	3	78	23.1	5.5	17
BG001-9-6.3	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	21	47	BG001-9-6	ass map	control	9	6	y	4.187	86	25L	25	L	22N	22	N	1	1.43198448703701	0.177040498419896	-3.48475502810461	3	78	0	0	0
GR002-1-1.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-1	7	16	GR002-1-1	mat fx	control	1	1	n	3.468	86	25L	25	L	17M	17	M	0	1.2435780589183	-0.558044513621231	-2.49902718195585	3	78	24.5	5.1	27
GR002-1-2.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-1	6	34	GR002-1-2	mat fx	control	1	2	n	4.238	84	25L	25	L	17M	17	M	0	1.44409145984611	-0.558044513621231	-2.49902718195585	3	78	26.5	6.1	8
GR002-10-2.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-10	20	43	GR002-10-2	ass map	control	10	2	n	2.525	86	23N	23	N	20L	20	L	0	0.926241062727323	-0.558044513621231	-2.49902718195585	3	78	18.3	4	15
GR002-10-1.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-10	9	16	GR002-10-1	mat fx	drought	10	1	NA	NA	NA	23N	23	N	20L	20	L	NA	NA	-0.558044513621231	-2.49902718195585	3	78	NA	NA	NA
GR002-10-4.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-10	7	25	GR002-10-4	mat fx	control	10	4	n	3.069	86	23N	23	N	20L	20	L	0	1.1213517756376	-0.558044513621231	-2.49902718195585	3	78	19.5	6.5	24
GR002-3-2.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-3	7	47	GR002-3-2	mat fx	control	3	2	n	2.67	86	25M	25	M	13K	13	K	0	0.982078472412158	-0.558044513621231	-2.49902718195585	3	78	22.4	3.6	18
GR002-4-1.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-4	9	9	GR002-4-1	mat fx	drought	4	1	NA	NA	NA	13K	13	K	25L	25	L	NA	NA	-0.558044513621231	-2.49902718195585	3	78	NA	NA	NA
GR002-6-1.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-6	7	43	GR002-6-1	mat fx	control	6	1	n	4.044	86	13K	13	K	17M	17	M	0	1.39723430115822	-0.558044513621231	-2.49902718195585	3	78	22.6	3.1	35
GR002-9-7.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	16	35	GR002-9-7	ass map	control	9	7	y	4.328	80	25K	25	K	13K	13	K	1	1.46510554154418	-0.558044513621231	-2.49902718195585	3	78	17.9	3.7	2
GR002-9-2.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	9	12	GR002-9-2	mat fx	drought	9	2	NA	NA	NA	25K	25	K	13K	13	K	NA	NA	-0.558044513621231	-2.49902718195585	3	78	NA	NA	NA
GR002-9-4.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	6	41	GR002-9-4	mat fx	control	9	4	n	3.371	84	25K	25	K	13K	13	K	0	1.21520943625192	-0.558044513621231	-2.49902718195585	3	78	23.6	4.2	15
GR002-9-6.3	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	12	38	GR002-9-6	ass map	control	9	6	y	4.478	84	25K	25	K	13K	13	K	1	1.49917651817656	-0.558044513621231	-2.49902718195585	3	78	23.7	4.4	16
