Origin	Pop	alt	Latitude	Longitude	PC1	CrossID	Rack	Pos	Barcode	Exp	Trt	CrossNum	Indiv	BoltedatH	ShootMass.g	HarvestDay	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	Mass.log	PC2	PC3	time	m.date	lfl	lfw	lfc
US002-3-27.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	12	18	US002-3-27	ass map	control	3	27	n	3.425	84	22K	22	K	5K	5	K	0	1.23110147171419	-0.290236992216614	0.587026120411016	2	22	26.7	6.9	11
US002-3-20.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	22	49	US002-3-20	ass map	control	3	20	n	3.076	86	22K	22	K	5K	5	K	0	1.1236300516434	-0.290236992216614	0.587026120411016	2	22	23.1	4.6	11
US002-3-15.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	13	50	US002-3-15	ass map	control	3	15	n	2.624	86	22K	22	K	5K	5	K	0	0.964699871081843	-0.290236992216614	0.587026120411016	2	22	18.8	1.5	16
US002-3-7.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	21	18	US002-3-7	ass map	control	3	7	n	3.873	86	22K	22	K	5K	5	K	0	1.35402940053262	-0.290236992216614	0.587026120411016	2	22	29.2	9.6	15
US002-3-28.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	13	15	US002-3-28	ass map	control	3	28	y	3.078	86	22K	22	K	5K	5	K	1	1.12428003541669	-0.290236992216614	0.587026120411016	2	22	20.8	6.7	14
US002-3-24.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	6	36	US002-3-24	mat fx	control	3	24	n	5.017	84	22K	22	K	5K	5	K	0	1.61283214550212	-0.290236992216614	0.587026120411016	2	22	23.5	5.4	27
US002-3-16.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	23	47	US002-3-16	ass map	control	3	16	n	2.619	85	22K	22	K	5K	5	K	0	0.962792565525575	-0.290236992216614	0.587026120411016	2	22	22.4	5.8	16
US002-3-9.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	12	47	US002-3-9	ass map	control	3	9	n	2.876	84	22K	22	K	5K	5	K	0	1.0564004398588	-0.290236992216614	0.587026120411016	2	22	21.7	5.2	13
US002-3-8.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	22	27	US002-3-8	ass map	control	3	8	y	4.453	86	22K	22	K	5K	5	K	1	1.49357802633957	-0.290236992216614	0.587026120411016	2	22	28.6	5.9	14
US002-3-12.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	16	32	US002-3-12	ass map	control	3	12	n	3.041	80	22K	22	K	5K	5	K	0	1.11218640869523	-0.290236992216614	0.587026120411016	2	22	21.5	4.9	11
US002-3-13.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	17	38	US002-3-13	ass map	control	3	13	n	4.703	85	22K	22	K	5K	5	K	0	1.54820060296291	-0.290236992216614	0.587026120411016	2	22	19.2	5.3	13
US002-3-10.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	14	9	US002-3-10	ass map	control	3	10	n	3.249	84	22K	22	K	5K	5	K	0	1.17834725668696	-0.290236992216614	0.587026120411016	2	22	21.7	5.6	11
US002-3-11.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	21	38	US002-3-11	ass map	control	3	11	n	4.285	86	22K	22	K	5K	5	K	0	1.45512055204974	-0.290236992216614	0.587026120411016	2	22	22	3.8	19
US002-3-26.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	15	12	US002-3-26	ass map	control	3	26	n	3.356	86	22K	22	K	5K	5	K	0	1.21074978860496	-0.290236992216614	0.587026120411016	2	22	22.8	6.1	15
US002-3-17.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	19	23	US002-3-17	ass map	control	3	17	n	3.792	86	22K	22	K	5K	5	K	0	1.33289358439278	-0.290236992216614	0.587026120411016	2	22	26.4	7.6	13
US002-3-19.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	16	16	US002-3-19	ass map	control	3	19	n	3.132	80	22K	22	K	5K	5	K	0	1.14167177812856	-0.290236992216614	0.587026120411016	2	22	21.1	4.8	14
US002-3-1.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-3	15	15	US002-3-1	ass map	control	3	1	n	3.937	86	22K	22	K	5K	5	K	0	1.3704190119616	-0.290236992216614	0.587026120411016	2	22	27.3	7.5	13
US002-4-1.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-4	19	30	US002-4-1	ass map	control	4	1	y	4.874	86	22L	22	L	24K	24	K	1	1.58391495520301	-0.290236992216614	0.587026120411016	2	22	17.9	4.3	20
US002-5-6.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	13	27	US002-5-6	ass map	control	5	6	n	5.115	86	22L	22	L	1M	1	M	0	1.63217739940359	-0.290236992216614	0.587026120411016	2	22	20.8	5	25
US002-5-10.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	12	20	US002-5-10	ass map	control	5	10	n	3.851	84	22L	22	L	1M	1	M	0	1.34833285483277	-0.290236992216614	0.587026120411016	2	22	25.4	4.6	17
US002-5-4.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	9	5	US002-5-4	mat fx	drought	5	4	NA	NA	NA	22L	22	L	1M	1	M	NA	NA	-0.290236992216614	0.587026120411016	2	22	NA	NA	NA
US002-5-7.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	20	30	US002-5-7	ass map	control	5	7	n	3.963	86	22L	22	L	1M	1	M	0	1.3770013142083	-0.290236992216614	0.587026120411016	2	22	15.4	4.4	42
US002-5-11.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	17	12	US002-5-11	ass map	control	5	11	n	4.415	85	22L	22	L	1M	1	M	0	1.48500783405592	-0.290236992216614	0.587026120411016	2	22	21.1	3.6	23
US002-5-9.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	9	40	US002-5-9	mat fx	drought	5	9	NA	NA	NA	22L	22	L	1M	1	M	NA	NA	-0.290236992216614	0.587026120411016	2	22	NA	NA	NA
US002-5-3.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	6	49	US002-5-3	mat fx	control	5	3	n	NA	84	22L	22	L	1M	1	M	0	NA	-0.290236992216614	0.587026120411016	2	22	0	0	21
US002-5-1.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	16	15	US002-5-1	ass map	control	5	1	n	4.018	80	22L	22	L	1M	1	M	0	1.39078426639274	-0.290236992216614	0.587026120411016	2	22	17.8	4.2	20
US002-5-8.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-5	15	11	US002-5-8	ass map	control	5	8	n	4.072	86	22L	22	L	1M	1	M	0	1.40413427924822	-0.290236992216614	0.587026120411016	2	22	15.5	3.4	21
US002-6-2.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-6	7	40	US002-6-2	mat fx	control	6	2	y	4.126	86	24K	24	K	5K	5	K	1	1.41730841464906	-0.290236992216614	0.587026120411016	2	22	15	2	11
US002-6-4.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-6	6	16	US002-6-4	mat fx	control	6	4	n	5.091	84	24K	24	K	5K	5	K	0	1.6274742749202	-0.290236992216614	0.587026120411016	2	22	20.5	6.5	12
US002-6-5.2	inv	US002	208	46.1822666666667	-118.82615	4.6071569234302	US002-6	14	21	US002-6-5	ass map	control	6	5	n	1.517	84	24K	24	K	5K	5	K	0	0.416734700366395	-0.290236992216614	0.587026120411016	2	22	10.8	3	13
US003-10-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-10	14	11	US003-10-1	ass map	control	10	1	n	3.594	84	28L	28	L	19K	19	K	0	1.27926578836137	-0.0900535661157952	1.97737141315338	2	22	23	4	9
US003-10-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-10	23	29	US003-10-2	ass map	control	10	2	n	2.817	85	28L	28	L	19K	19	K	0	1.03567248889424	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-11-11.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	17	27	US003-11-11	ass map	control	11	11	n	4.472	85	28L	28	L	20K	20	K	0	1.4978357358528	-0.0900535661157952	1.97737141315338	2	22	21.4	7.1	17
US003-11-15.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	15	27	US003-11-15	ass map	control	11	15	n	4.045	86	28L	28	L	20K	20	K	0	1.39748155051045	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-11-6.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	13	47	US003-11-6	ass map	control	11	6	y	3.097	86	28L	28	L	20K	20	K	1	1.13043390099107	-0.0900535661157952	1.97737141315338	2	22	21.3	5.7	13
US003-11-14.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	22	47	US003-11-14	ass map	control	11	14	n	2.867	86	28L	28	L	20K	20	K	0	1.05326618690123	-0.0900535661157952	1.97737141315338	2	22	22.2	5.1	9
US003-11-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	12	35	US003-11-8	ass map	control	11	8	y	6.166	84	28L	28	L	20K	20	K	1	1.81905032946396	-0.0900535661157952	1.97737141315338	2	22	20.9	6.4	17
US003-11-7.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	12	8	US003-11-7	ass map	control	11	7	n	3.628	84	28L	28	L	20K	20	K	0	1.28868153225289	-0.0900535661157952	1.97737141315338	2	22	23	3.5	17
US003-11-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	21	35	US003-11-3	ass map	control	11	3	n	2.36	86	28L	28	L	20K	20	K	0	0.858661619037519	-0.0900535661157952	1.97737141315338	2	22	24.5	4.7	18
US003-11-13.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	17	41	US003-11-13	ass map	control	11	13	n	3.841	85	28L	28	L	20K	20	K	0	1.34573274936377	-0.0900535661157952	1.97737141315338	2	22	18.8	4.6	18
US003-11-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	20	8	US003-11-5	ass map	control	11	5	n	3.371	86	28L	28	L	20K	20	K	0	1.21520943625192	-0.0900535661157952	1.97737141315338	2	22	22.2	5	16
US003-11-12.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	15	36	US003-11-12	ass map	control	11	12	n	3.582	86	28L	28	L	20K	20	K	0	1.27592130363852	-0.0900535661157952	1.97737141315338	2	22	23.7	4.6	12
US003-11-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-11	17	18	US003-11-4	ass map	control	11	4	n	4.138	85	28L	28	L	20K	20	K	0	1.42021257932335	-0.0900535661157952	1.97737141315338	2	22	22.5	3.2	16
US003-12-6.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	12	5	US003-12-6	ass map	control	12	6	n	2.692	84	28L	28	L	27N	27	N	0	0.990284411782481	-0.0900535661157952	1.97737141315338	2	22	21.5	4	13
US003-12-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	13	31	US003-12-5	ass map	control	12	5	n	3.152	86	28L	28	L	27N	27	N	0	1.14803717199563	-0.0900535661157952	1.97737141315338	2	22	19.1	5.5	16
US003-12-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	18	41	US003-12-1	ass map	control	12	1	n	3.132	85	28L	28	L	27N	27	N	0	1.14167177812856	-0.0900535661157952	1.97737141315338	2	22	19.7	6	13
US003-12-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-12	22	5	US003-12-2	ass map	control	12	2	n	4.211	86	28L	28	L	27N	27	N	0	1.43770014917979	-0.0900535661157952	1.97737141315338	2	22	19.2	5.4	17
US003-13-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	20	10	US003-13-4	ass map	control	13	4	n	2.324	86	28L	28	L	6K	6	K	0	0.843289838989665	-0.0900535661157952	1.97737141315338	2	22	15.4	4.1	14
US003-13-6.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	16	12	US003-13-6	ass map	control	13	6	n	2.566	80	28L	28	L	6K	6	K	0	0.942348266193445	-0.0900535661157952	1.97737141315338	2	22	18.6	5.7	15
US003-13-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	19	10	US003-13-1	ass map	control	13	1	n	2.489	86	28L	28	L	6K	6	K	0	0.911881023385455	-0.0900535661157952	1.97737141315338	2	22	18.6	5.9	11
US003-13-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	22	43	US003-13-2	ass map	control	13	2	y	4.422	86	28L	28	L	6K	6	K	1	1.48659208243525	-0.0900535661157952	1.97737141315338	2	22	22.1	5.2	10
US003-13-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	23	11	US003-13-8	ass map	control	13	8	n	2.648	85	28L	28	L	6K	6	K	0	0.973804638074762	-0.0900535661157952	1.97737141315338	2	22	20.5	6.1	17
US003-13-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-13	22	21	US003-13-5	ass map	control	13	5	n	3.235	86	28L	28	L	6K	6	K	0	1.17402892795286	-0.0900535661157952	1.97737141315338	2	22	20.2	5.2	13
US003-14-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	20	16	US003-14-1	ass map	control	14	1	n	4.062	86	28L	28	L	27M	27	M	0	1.40167546315819	-0.0900535661157952	1.97737141315338	2	22	23	4.9	12
US003-14-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	13	23	US003-14-5	ass map	control	14	5	n	4.096	86	28L	28	L	27M	27	M	0	1.41001088773721	-0.0900535661157952	1.97737141315338	2	22	22	63	27
US003-14-7.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	17	21	US003-14-7	ass map	control	14	7	n	3.342	85	28L	28	L	27M	27	M	0	1.2065694301732	-0.0900535661157952	1.97737141315338	2	22	19	3.6	15
US003-14-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	9	41	US003-14-3	mat fx	drought	14	3	NA	NA	NA	28L	28	L	27M	27	M	NA	NA	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-14-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	14	12	US003-14-2	ass map	control	14	2	n	2.472	84	28L	28	L	27M	27	M	0	0.905027539595444	-0.0900535661157952	1.97737141315338	2	22	21.1	3.9	9
US003-14-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	9	50	US003-14-8	mat fx	drought	14	8	NA	NA	NA	28L	28	L	27M	27	M	NA	NA	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-14-9.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	20	9	US003-14-9	ass map	control	14	9	n	2.944	86	28L	28	L	27M	27	M	0	1.07976920086663	-0.0900535661157952	1.97737141315338	2	22	20.6	5.9	18
US003-14-10.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-14	14	38	US003-14-10	ass map	control	14	10	n	5.02	84	28L	28	L	27M	27	M	0	1.61342993370364	-0.0900535661157952	1.97737141315338	2	22	22.3	7.9	16
US003-15-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	21	12	US003-15-5	ass map	control	15	5	y	6.572	86	19K	19	K	27N	27	N	1	1.88281820017502	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-15-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	19	36	US003-15-3	ass map	control	15	3	n	3.826	86	19K	19	K	27N	27	N	0	1.34181987101806	-0.0900535661157952	1.97737141315338	2	22	19.9	5.2	23
US003-15-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	17	45	US003-15-1	ass map	control	15	1	y	5.64	85	19K	19	K	27N	27	N	1	1.72988406550997	-0.0900535661157952	1.97737141315338	2	22	18.2	4.7	19
US003-15-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-15	22	34	US003-15-4	ass map	control	15	4	y	8.305	86	19K	19	K	27N	27	N	1	2.11685774306526	-0.0900535661157952	1.97737141315338	2	22	17.8	5.2	17
US003-16-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	12	45	US003-16-5	ass map	control	16	5	y	3.936	84	19K	19	K	20K	20	K	1	1.37016497919001	-0.0900535661157952	1.97737141315338	2	22	19	4.9	17
US003-16-7.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	16	11	US003-16-7	ass map	control	16	7	y	3.817	80	19K	19	K	20K	20	K	1	1.33946477376309	-0.0900535661157952	1.97737141315338	2	22	21.7	4.6	16
US003-16-11.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	7	5	US003-16-11	mat fx	control	16	11	n	3.445	86	19K	19	K	20K	20	K	0	1.23692390446562	-0.0900535661157952	1.97737141315338	2	22	17.8	4.1	16
US003-16-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	19	35	US003-16-8	ass map	control	16	8	n	4.507	86	19K	19	K	20K	20	K	0	1.50563174370851	-0.0900535661157952	1.97737141315338	2	22	28.7	6.5	15
US003-16-13.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	19	18	US003-16-13	ass map	control	16	13	y	6.832	86	19K	19	K	20K	20	K	1	1.92161745648627	-0.0900535661157952	1.97737141315338	2	22	21.2	6.1	20
US003-16-12.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	13	11	US003-16-12	ass map	control	16	12	n	3.293	86	19K	19	K	20K	20	K	0	1.19179900339423	-0.0900535661157952	1.97737141315338	2	22	19.7	5.6	16
US003-16-6.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	19	34	US003-16-6	ass map	control	16	6	n	3.417	86	19K	19	K	20K	20	K	0	1.22876297313315	-0.0900535661157952	1.97737141315338	2	22	28.3	5.2	11
US003-16-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-16	18	27	US003-16-1	ass map	control	16	1	n	6.136	85	19K	19	K	20K	20	K	0	1.81417306406496	-0.0900535661157952	1.97737141315338	2	22	17.8	4	20
US003-17-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-17	23	15	US003-17-1	ass map	control	17	1	y	4.124	85	19K	19	K	28L	28	L	1	1.41682356615471	-0.0900535661157952	1.97737141315338	2	22	25	7.8	11
US003-17-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-17	18	7	US003-17-3	ass map	control	17	3	n	3.08	85	19K	19	K	28L	28	L	0	1.12492959698548	-0.0900535661157952	1.97737141315338	2	22	16	5.2	18
US003-18-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-18	14	35	US003-18-1	ass map	control	18	1	n	3.524	84	19K	19	K	27M	27	M	0	1.25959670807393	-0.0900535661157952	1.97737141315338	2	22	20.4	6.5	12
US003-2-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-2	7	32	US003-2-1	mat fx	control	2	1	n	3.215	86	6K	6	K	20K	20	K	0	1.16782735768958	-0.0900535661157952	1.97737141315338	2	22	21.3	7.2	15
US003-2-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-2	22	14	US003-2-2	ass map	control	2	2	n	5.178	86	6K	6	K	20K	20	K	0	1.64441888132935	-0.0900535661157952	1.97737141315338	2	22	20.7	6.2	33
US003-3-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	17	34	US003-3-2	ass map	control	3	2	n	4.547	85	20K	20	K	27M	27	M	0	1.51446767484287	-0.0900535661157952	1.97737141315338	2	22	26.9	5.5	21
US003-3-15.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	13	29	US003-3-15	ass map	control	3	15	n	2.988	86	20K	20	K	27M	27	M	0	1.09460426727057	-0.0900535661157952	1.97737141315338	2	22	21.7	5.5	15
US003-3-10.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	6	10	US003-3-10	mat fx	control	3	10	n	3.816	84	20K	20	K	27M	27	M	0	1.33920275358604	-0.0900535661157952	1.97737141315338	2	22	15.1	3.8	18
US003-3-12.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	23	10	US003-3-12	ass map	control	3	12	n	3.479	85	20K	20	K	27M	27	M	0	1.24674489616981	-0.0900535661157952	1.97737141315338	2	22	15.4	4.8	21
US003-3-11.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	25	US003-3-11	ass map	control	3	11	n	3.895	80	20K	20	K	27M	27	M	0	1.35969367932271	-0.0900535661157952	1.97737141315338	2	22	25.3	7	16
US003-3-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	18	15	US003-3-8	ass map	control	3	8	n	3.895	85	20K	20	K	27M	27	M	0	1.35969367932271	-0.0900535661157952	1.97737141315338	2	22	18.5	5.1	22
US003-3-14.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	20	US003-3-14	ass map	control	3	14	n	2.432	80	20K	20	K	27M	27	M	0	0.888713964103921	-0.0900535661157952	1.97737141315338	2	22	17.4	4.7	14
US003-3-19.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	18	1	US003-3-19	ass map	control	3	19	n	3.21	85	20K	20	K	27M	27	M	0	1.16627093714192	-0.0900535661157952	1.97737141315338	2	22	18.5	4.6	13
US003-3-21.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	21	31	US003-3-21	ass map	control	3	21	n	2.795	86	20K	20	K	27M	27	M	0	1.02783210660706	-0.0900535661157952	1.97737141315338	2	22	18.4	4.2	15
US003-3-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	19	50	US003-3-5	ass map	control	3	5	n	3.872	86	20K	20	K	27M	27	M	0	1.35377116941433	-0.0900535661157952	1.97737141315338	2	22	16.1	4.3	12
US003-3-16.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	43	US003-3-16	ass map	control	3	16	y	2.918	80	20K	20	K	27M	27	M	1	1.07089845010059	-0.0900535661157952	1.97737141315338	2	22	17.6	4.1	11
US003-3-17.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	20	45	US003-3-17	ass map	control	3	17	n	2.645	86	20K	20	K	27M	27	M	0	0.972671065310263	-0.0900535661157952	1.97737141315338	2	22	19.3	6.2	12
US003-3-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	12	10	US003-3-4	ass map	control	3	4	n	3.682	84	20K	20	K	27M	27	M	0	1.30345608281089	-0.0900535661157952	1.97737141315338	2	22	15.3	3.3	13
US003-3-13.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	20	49	US003-3-13	ass map	control	3	13	n	3.966	86	20K	20	K	27M	27	M	0	1.3777580300976	-0.0900535661157952	1.97737141315338	2	22	19.9	4.3	14
US003-3-22.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	22	15	US003-3-22	ass map	control	3	22	n	5.373	86	20K	20	K	27M	27	M	0	1.68138641174668	-0.0900535661157952	1.97737141315338	2	22	27.3	6.7	20
US003-3-7.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	16	49	US003-3-7	ass map	control	3	7	y	3.373	80	20K	20	K	27M	27	M	1	1.21580255607951	-0.0900535661157952	1.97737141315338	2	22	19.6	5.9	18
US003-3-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	15	30	US003-3-1	ass map	control	3	1	n	2.932	86	20K	20	K	27M	27	M	0	1.07568478402441	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-3-18.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	20	36	US003-3-18	ass map	control	3	18	y	3.568	86	20K	20	K	27M	27	M	1	1.27200521471776	-0.0900535661157952	1.97737141315338	2	22	21.5	5.7	20
US003-3-9.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-3	21	49	US003-3-9	ass map	control	3	9	n	2.573	86	20K	20	K	27M	27	M	0	0.945072533299607	-0.0900535661157952	1.97737141315338	2	22	17.7	4.5	16
US003-4-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-4	13	21	US003-4-4	ass map	control	4	4	n	4.37	86	20K	20	K	28L	28	L	0	1.4747630091075	-0.0900535661157952	1.97737141315338	2	22	19.6	4.7	16
US003-4-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-4	16	41	US003-4-1	ass map	control	4	1	n	2.718	80	20K	20	K	28L	28	L	0	0.999896315728952	-0.0900535661157952	1.97737141315338	2	22	19.7	4.6	14
US003-4-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-4	17	35	US003-4-2	ass map	control	4	2	n	4.03	85	20K	20	K	28L	28	L	0	1.39376637595859	-0.0900535661157952	1.97737141315338	2	22	20.3	4.2	14
US003-5-7.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	14	30	US003-5-7	ass map	control	5	7	y	6.389	84	20K	20	K	19K	19	K	1	1.85457776162021	-0.0900535661157952	1.97737141315338	2	22	20.5	4.8	18
US003-5-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	14	41	US003-5-1	ass map	control	5	1	y	4.864	84	20K	20	K	19K	19	K	1	1.58186114466387	-0.0900535661157952	1.97737141315338	2	22	22.2	4.5	12
US003-5-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	22	11	US003-5-3	ass map	control	5	3	y	5.658	86	20K	20	K	19K	19	K	1	1.73307047287938	-0.0900535661157952	1.97737141315338	2	22	22.8	5.9	16
US003-5-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	19	47	US003-5-4	ass map	control	5	4	y	3.726	86	20K	20	K	19K	19	K	1	1.3153352721794	-0.0900535661157952	1.97737141315338	2	22	19.5	6.8	20
US003-5-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	15	18	US003-5-5	ass map	control	5	5	y	5.27	86	20K	20	K	19K	19	K	1	1.66203036255327	-0.0900535661157952	1.97737141315338	2	22	23.6	5.2	20
US003-5-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-5	23	3	US003-5-8	ass map	control	5	8	y	4.386	85	20K	20	K	19K	19	K	1	1.4784176499957	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-6-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-6	17	49	US003-6-3	ass map	control	6	3	y	4.93	85	20K	20	K	27N	27	N	1	1.5953389880546	-0.0900535661157952	1.97737141315338	2	22	17.4	4.9	21
US003-6-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-6	14	1	US003-6-1	ass map	control	6	1	y	4.443	84	20K	20	K	27N	27	N	1	1.49132982395377	-0.0900535661157952	1.97737141315338	2	22	18.8	2.6	20
US003-7-11.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	14	16	US003-7-11	ass map	control	7	11	n	4.787	84	27M	27	M	28L	28	L	0	1.56590391041037	-0.0900535661157952	1.97737141315338	2	22	22	5.2	15
