"Pop" "Origin" "Latitude" "Longitude" "Row" "Column" "Trt" "Mom" "tagged" "Bolt.date" "BoltedatH" "MaxBoltHtH" "Rose.AreaH.m2" "CrownDiam.mm" "Shoot.mass.gH" "bolt.bin" "time" "m.date" "lfl" "lfw" "lfc" "rd" "alt" "PC1" "PC2" "PC3"
"351" "HU001" "nat" 47.6419444444444 18.7825 3 "M" "control" 4 "RU001-7" NA "No" NA 0.131943 19.2 36 0 3 117 19 5 NA 42 176 1.41317607289877 -0.791382549741227 2.33078065356023
"352" "HU001" "nat" 47.6419444444444 18.7825 5 "P" "drought" 2 "TR004-4" NA "No" NA 0.514027938 32 210 0 3 117 42 8 NA 85 176 1.41317607289877 -0.791382549741227 2.33078065356023
"353" "HU001" "nat" 47.6419444444444 18.7825 6 "M" "control" 3 "TR004-5" NA "No" NA 0.427244 32.4 124 0 3 117 45 9.5 NA 80 176 1.41317607289877 -0.791382549741227 2.33078065356023
"354" "HU001" "nat" 47.6419444444444 18.7825 9 "E" "control" 2 "HU001-9" 57 "Yes" 15 0.071469125 8.3 NA 1 3 61 17.5 6 27 35 176 1.41317607289877 -0.791382549741227 2.33078065356023
"355" "HU001" "nat" 47.6419444444444 18.7825 9 "R" "control" 1 "HU001-6" NA "No" NA 0.7388808 66.4 264 0 3 117 44 11 NA 98 176 1.41317607289877 -0.791382549741227 2.33078065356023
"356" "HU001" "nat" 47.6419444444444 18.7825 2 "D" "control" 1 "HU001-5" NA "No" NA 0.3468216 18.5 52 0 1 13 3.1 0.6 2 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"357" "HU001" "nat" 47.6419444444444 18.7825 3 "C" "control" 6 "HU001-4" NA "No" NA 0.305196725 27.9 88 0 1 17 6.9 1.8 7 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"358" "HU001" "nat" 47.6419444444444 18.7825 3 "M" "control" 4 "RU001-7" NA "No" NA 0.131943 19.2 36 0 1 13 3.6 0.5 3 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"359" "HU001" "nat" 47.6419444444444 18.7825 5 "P" "drought" 2 "TR004-4" NA "No" NA 0.514027938 32 210 0 1 17 3.9 0.8 6 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"360" "HU001" "nat" 47.6419444444444 18.7825 6 "M" "control" 3 "TR004-5" NA "No" NA 0.427244 32.4 124 0 1 13 3.5 1.8 6 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"361" "HU001" "nat" 47.6419444444444 18.7825 9 "E" "control" 2 "HU001-9" 57 "Yes" 15 0.071469125 8.3 NA 1 1 17 1.5 0.5 4 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"362" "HU001" "nat" 47.6419444444444 18.7825 9 "R" "control" 1 "HU001-6" NA "No" NA 0.7388808 66.4 264 0 1 13 11 1.8 12 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"363" "HU001" "nat" 47.6419444444444 18.7825 10 "S" "control" 3 "HU001-1" NA "No" NA 0.2544615 29 64 0 1 17 2.8 1.8 5 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"364" "HU001" "nat" 47.6419444444444 18.7825 12 "D" "drought" 1 "RU001-4" NA "No" NA 0.820716875 51 NA 0 1 13 6 1.6 9 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"365" "HU001" "nat" 47.6419444444444 18.7825 12 "G" "drought" 3 "HU001-7" NA "No" NA 0.578036 36.8 144 0 1 17 4.3 1.1 9 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"366" "HU001" "nat" 47.6419444444444 18.7825 12 "R" "drought" 5 "HU001-3" NA "No" NA 0.383263 30.9 116 0 1 13 5.5 1.1 7 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"367" "HU001" "nat" 47.6419444444444 18.7825 14 "M" "control" 1 "TR004-7" 39 "Yes" 10 0.200270625 13.55 20 1 1 17 8.9 2.6 11 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"368" "HU001" "nat" 47.6419444444444 18.7825 14 "P" "control" 4 "TR004-3" NA "No" NA 0.321611063 42.7 124 0 1 13 6.8 1.7 10 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"369" "HU001" "nat" 47.6419444444444 18.7825 14 "R" "control" 4 "HU001-2" NA "No" NA 0.410436975 31.5 82 0 1 17 6.6 1.8 16 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"370" "HU001" "nat" 47.6419444444444 18.7825 19 "L" "drought" 4 "TR004-2" NA "No" NA 0.373602888 36.9 132 0 1 13 3.2 1.3 6 NA 176 1.41317607289877 -0.791382549741227 2.33078065356023
"371" "HU001" "nat" 47.6419444444444 18.7825 14 "M" "control" 1 "TR004-7" 39 "Yes" 10 0.200270625 13.55 20 1 2 32 21.7 7.7 35 39.8 176 1.41317607289877 -0.791382549741227 2.33078065356023
"372" "HU001" "nat" 47.6419444444444 18.7825 14 "P" "control" 4 "TR004-3" NA "No" NA 0.321611063 42.7 124 0 2 31 15.7 6.4 46 32.6 176 1.41317607289877 -0.791382549741227 2.33078065356023
"373" "HU001" "nat" 47.6419444444444 18.7825 14 "R" "control" 4 "HU001-2" NA "No" NA 0.410436975 31.5 82 0 2 32 17.8 5.6 54 34.3 176 1.41317607289877 -0.791382549741227 2.33078065356023
"374" "HU001" "nat" 47.6419444444444 18.7825 19 "L" "drought" 4 "TR004-2" NA "No" NA 0.373602888 36.9 132 0 2 31 11.4 4.6 11 18.3 176 1.41317607289877 -0.791382549741227 2.33078065356023
"375" "HU001" "nat" 47.6419444444444 18.7825 14 "M" "control" 1 "TR004-7" 39 "Yes" 10 0.200270625 13.55 20 1 3 42 28.5 8 68 51 176 1.41317607289877 -0.791382549741227 2.33078065356023
"376" "HU001" "nat" 47.6419444444444 18.7825 14 "P" "control" 4 "TR004-3" NA "No" NA 0.321611063 42.7 124 0 3 117 31 9.5 NA 65 176 1.41317607289877 -0.791382549741227 2.33078065356023
"377" "HU001" "nat" 47.6419444444444 18.7825 14 "R" "control" 4 "HU001-2" NA "No" NA 0.410436975 31.5 82 0 3 117 33 6.5 NA 78 176 1.41317607289877 -0.791382549741227 2.33078065356023
"378" "HU001" "nat" 47.6419444444444 18.7825 19 "L" "drought" 4 "TR004-2" NA "No" NA 0.373602888 36.9 132 0 3 117 33 8 NA 71 176 1.41317607289877 -0.791382549741227 2.33078065356023
"379" "HU001" "nat" 47.6419444444444 18.7825 12 "R" "drought" 5 "HU001-3" NA "No" NA 0.383263 30.9 116 0 2 31 16.7 4 12 28.6 176 1.41317607289877 -0.791382549741227 2.33078065356023
"380" "HU001" "nat" 47.6419444444444 18.7825 12 "D" "drought" 1 "RU001-4" NA "No" NA 0.820716875 51 NA 0 2 31 17.9 5.2 41 35.2 176 1.41317607289877 -0.791382549741227 2.33078065356023
"381" "HU001" "nat" 47.6419444444444 18.7825 12 "G" "drought" 3 "HU001-7" NA "No" NA 0.578036 36.8 144 0 2 32 18.3 5.3 15 34.3 176 1.41317607289877 -0.791382549741227 2.33078065356023
"382" "HU001" "nat" 47.6419444444444 18.7825 12 "R" "drought" 5 "HU001-3" NA "No" NA 0.383263 30.9 116 0 3 117 42 5 NA 80 176 1.41317607289877 -0.791382549741227 2.33078065356023
"383" "HU001" "nat" 47.6419444444444 18.7825 12 "D" "drought" 1 "RU001-4" NA "No" NA 0.820716875 51 NA 0 3 117 52 11 NA 110 176 1.41317607289877 -0.791382549741227 2.33078065356023
"384" "HU001" "nat" 47.6419444444444 18.7825 12 "G" "drought" 3 "HU001-7" NA "No" NA 0.578036 36.8 144 0 3 117 45 10 NA 92 176 1.41317607289877 -0.791382549741227 2.33078065356023
"385" "RO001" "nat" 44.1102777777778 28.6369444444444 14 "B" "control" 29 "RO001-8" 39 "Yes" 14 0.124953163 9.15 6 1 1 13 8.5 1.5 9 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"386" "RO001" "nat" 44.1102777777778 28.6369444444444 2 "J" "control" 10 "RO001-9" NA "No" NA 0.533583775 47.7 170 0 1 17 9 2.6 9 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"387" "RO001" "nat" 44.1102777777778 28.6369444444444 9 "S" "control" 11 "UA007-9" NA "No" NA 0.1997994 28.1 126 0 1 17 4.6 1.2 7 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"388" "RO001" "nat" 44.1102777777778 28.6369444444444 6 "H" "control" 11 "UA007-7" 50 "Yes" 17 0.2205333 16.07 16 1 1 17 6.6 1.4 8 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"389" "RO001" "nat" 44.1102777777778 28.6369444444444 8 "K" "control" 27 "UA006-3" 46 "Yes" 39 0.145215838 22.04 46 1 1 13 8 2 11 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"390" "RO001" "nat" 44.1102777777778 28.6369444444444 8 "O" "control" 14 "UA006-6" 71 "Yes" 57 0.220297688 22.1 53 1 1 17 5.5 0.8 8 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"391" "RO001" "nat" 44.1102777777778 28.6369444444444 9 "G" "control" 25 "US014-3" NA "No" NA 0.18849 29.3 52 0 1 13 4.1 0.9 6 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"392" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "U" "drought" 29 "UA007-6" 46 "Yes" 18 0.19194565 8.68 11.6 1 1 13 7 1.9 7 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"393" "RO001" "nat" 44.1102777777778 28.6369444444444 8 "K" "control" 27 "UA006-3" 46 "Yes" 39 0.145215838 22.04 46 1 2 31 18.2 4.1 45 34.5 5 -0.148185400697101 0.504524450885565 3.16719835311124
"394" "RO001" "nat" 44.1102777777778 28.6369444444444 8 "O" "control" 14 "UA006-6" 71 "Yes" 57 0.220297688 22.1 53 1 2 32 17 4.2 15 30.2 5 -0.148185400697101 0.504524450885565 3.16719835311124
"395" "RO001" "nat" 44.1102777777778 28.6369444444444 9 "G" "control" 25 "US014-3" NA "No" NA 0.18849 29.3 52 0 2 31 11.2 3.3 15 20.2 5 -0.148185400697101 0.504524450885565 3.16719835311124
"396" "RO001" "nat" 44.1102777777778 28.6369444444444 9 "S" "control" 11 "UA007-9" NA "No" NA 0.1997994 28.1 126 0 2 32 14.9 3.1 12 26.4 5 -0.148185400697101 0.504524450885565 3.16719835311124
"397" "RO001" "nat" 44.1102777777778 28.6369444444444 14 "B" "control" 29 "RO001-8" 39 "Yes" 14 0.124953163 9.15 6 1 2 31 18.2 6.5 16 33.2 5 -0.148185400697101 0.504524450885565 3.16719835311124
"398" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "B" "control" 25 "RO002-1" NA "No" NA 0.21205125 27.1 82 0 1 13 4.8 1 6 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"399" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "H" "control" 25 "RO002-8" NA "No" NA 0.234748588 25.4 62 0 1 17 4.3 1.2 6 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"400" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "S" "control" 10 "RO001-5" NA "No" NA 0.41185065 53.3 176 0 1 13 9.1 2.2 10 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"401" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "K" "control" 25 "US014-6" NA "No" NA 0.305825025 32.2 64 0 1 13 2.5 0.8 4 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"402" "RO001" "nat" 44.1102777777778 28.6369444444444 18 "B" "control" 14 "UA006-9" NA "No" NA 0.190846125 36.1 84 0 1 17 7.9 2.1 9 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"403" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "Q" "drought" 27 "UA006-8" 46 "Yes" 17 0.14859295 10.16 7.5 1 1 13 9.2 2 10 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"404" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "S" "drought" 11 "RO001-2" NA "No" NA 0.3487065 36.5 142 0 1 17 6 1.3 6 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"405" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "K" "control" 25 "US014-6" NA "No" NA 0.305825025 32.2 64 0 2 31 10.4 3.2 12 20.5 5 -0.148185400697101 0.504524450885565 3.16719835311124
"406" "RO001" "nat" 44.1102777777778 28.6369444444444 18 "B" "control" 14 "UA006-9" NA "No" NA 0.190846125 36.1 84 0 2 32 18.3 5 18 36.9 5 -0.148185400697101 0.504524450885565 3.16719835311124
"407" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "Q" "drought" 27 "UA006-8" 46 "Yes" 17 0.14859295 10.16 7.5 1 2 31 20.5 5.3 33 40.2 5 -0.148185400697101 0.504524450885565 3.16719835311124
"408" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "S" "drought" 11 "RO001-2" NA "No" NA 0.3487065 36.5 142 0 2 32 15.4 4.1 13 31.2 5 -0.148185400697101 0.504524450885565 3.16719835311124
"409" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "U" "drought" 29 "UA007-6" 46 "Yes" 18 0.19194565 8.68 11.6 1 2 31 18.2 4.9 28 36 5 -0.148185400697101 0.504524450885565 3.16719835311124
"410" "RO001" "nat" 44.1102777777778 28.6369444444444 8 "K" "control" 27 "UA006-3" 46 "Yes" 39 0.145215838 22.04 46 1 3 61 24 7 118 43 5 -0.148185400697101 0.504524450885565 3.16719835311124
"411" "RO001" "nat" 44.1102777777778 28.6369444444444 8 "O" "control" 14 "UA006-6" 71 "Yes" 57 0.220297688 22.1 53 1 3 71 28 6 185 55 5 -0.148185400697101 0.504524450885565 3.16719835311124
"412" "RO001" "nat" 44.1102777777778 28.6369444444444 9 "G" "control" 25 "US014-3" NA "No" NA 0.18849 29.3 52 0 3 117 26 6 NA 50 5 -0.148185400697101 0.504524450885565 3.16719835311124
"413" "RO001" "nat" 44.1102777777778 28.6369444444444 9 "S" "control" 11 "UA007-9" NA "No" NA 0.1997994 28.1 126 0 3 117 26 7 NA 53 5 -0.148185400697101 0.504524450885565 3.16719835311124
"414" "RO001" "nat" 44.1102777777778 28.6369444444444 14 "B" "control" 29 "RO001-8" 39 "Yes" 14 0.124953163 9.15 6 1 3 42 22.5 7 19 43 5 -0.148185400697101 0.504524450885565 3.16719835311124
"415" "RO001" "nat" 44.1102777777778 28.6369444444444 15 "K" "drought" 25 "RO002-7" NA "No" NA 0.223831875 23.3 44 0 3 117 27 6 NA 57 5 -0.148185400697101 0.504524450885565 3.16719835311124
"416" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "C" "drought" 11 "RO001-1" NA "No" NA 0.339282 34.7 80 0 3 117 32 8.5 NA 72 5 -0.148185400697101 0.504524450885565 3.16719835311124
"417" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "L" "drought" 27 "RO001-4" 53 "Yes" 14 0.155347175 20.26 NA 1 3 53 24 6 102 46 5 -0.148185400697101 0.504524450885565 3.16719835311124
"418" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "N" "drought" 10 "UA006-4" NA "No" NA 0.553453763 59.4 132 0 3 117 42 10.5 NA 87 5 -0.148185400697101 0.504524450885565 3.16719835311124
"419" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "F" "control" 27 "RO001-6" NA "No" NA 0.22775875 41.5 60 0 3 117 28 8 NA 58 5 -0.148185400697101 0.504524450885565 3.16719835311124
"420" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "G" "control" 14 "RO001-7" NA "No" NA 0.45331845 48.5 136 0 3 117 34 5 NA 78 5 -0.148185400697101 0.504524450885565 3.16719835311124
"421" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "H" "control" 29 "RO001-3" 46 "Yes" 17 0.1225185 9 11.8 1 3 46 20 5 96 40 5 -0.148185400697101 0.504524450885565 3.16719835311124
"422" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "K" "control" 25 "US014-6" NA "No" NA 0.305825025 32.2 64 0 3 117 31 9 NA 66 5 -0.148185400697101 0.504524450885565 3.16719835311124
"423" "RO001" "nat" 44.1102777777778 28.6369444444444 18 "B" "control" 14 "UA006-9" NA "No" NA 0.190846125 36.1 84 0 3 117 29 7 NA 54 5 -0.148185400697101 0.504524450885565 3.16719835311124
"424" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "Q" "drought" 27 "UA006-8" 46 "Yes" 17 0.14859295 10.16 7.5 1 3 46 21 7 58 44 5 -0.148185400697101 0.504524450885565 3.16719835311124
"425" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "S" "drought" 11 "RO001-2" NA "No" NA 0.3487065 36.5 142 0 3 117 33 10 NA 74 5 -0.148185400697101 0.504524450885565 3.16719835311124
"426" "RO001" "nat" 44.1102777777778 28.6369444444444 19 "U" "drought" 29 "UA007-6" 46 "Yes" 18 0.19194565 8.68 11.6 1 3 46 33 7 61 52 5 -0.148185400697101 0.504524450885565 3.16719835311124
"427" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "G" "control" 14 "RO001-7" NA "No" NA 0.45331845 48.5 136 0 1 13 8.3 1.5 21 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"428" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "H" "control" 29 "RO001-3" 46 "Yes" 17 0.1225185 9 11.8 1 1 17 6.4 2.8 11 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"429" "RO001" "nat" 44.1102777777778 28.6369444444444 2 "J" "control" 10 "RO001-9" NA "No" NA 0.533583775 47.7 170 0 2 32 23.5 5.5 21 45.5 5 -0.148185400697101 0.504524450885565 3.16719835311124
"430" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "B" "control" 25 "RO002-1" NA "No" NA 0.21205125 27.1 82 0 2 31 13.9 3.7 19 22.2 5 -0.148185400697101 0.504524450885565 3.16719835311124
"431" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "H" "control" 25 "RO002-8" NA "No" NA 0.234748588 25.4 62 0 2 32 13.5 4.4 9 19.4 5 -0.148185400697101 0.504524450885565 3.16719835311124
"432" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "S" "control" 10 "RO001-5" NA "No" NA 0.41185065 53.3 176 0 2 31 20.7 6.3 21 39.1 5 -0.148185400697101 0.504524450885565 3.16719835311124
"433" "RO001" "nat" 44.1102777777778 28.6369444444444 6 "H" "control" 11 "UA007-7" 50 "Yes" 17 0.2205333 16.07 16 1 2 32 18.7 5.8 19 36.8 5 -0.148185400697101 0.504524450885565 3.16719835311124
"434" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "B" "control" 25 "RO002-1" NA "No" NA 0.21205125 27.1 82 0 3 117 27 6 NA 54 5 -0.148185400697101 0.504524450885565 3.16719835311124
"435" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "H" "control" 25 "RO002-8" NA "No" NA 0.234748588 25.4 62 0 3 117 32 5 NA 61 5 -0.148185400697101 0.504524450885565 3.16719835311124
"436" "RO001" "nat" 44.1102777777778 28.6369444444444 3 "S" "control" 10 "RO001-5" NA "No" NA 0.41185065 53.3 176 0 3 117 33 8 NA 76 5 -0.148185400697101 0.504524450885565 3.16719835311124
"437" "RO001" "nat" 44.1102777777778 28.6369444444444 6 "H" "control" 11 "UA007-7" 50 "Yes" 17 0.2205333 16.07 16 1 3 50 26 7 75 54 5 -0.148185400697101 0.504524450885565 3.16719835311124
"438" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "L" "drought" 27 "RO001-4" 53 "Yes" 14 0.155347175 20.26 NA 1 1 17 6.5 1.6 18 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"439" "RO001" "nat" 44.1102777777778 28.6369444444444 15 "K" "drought" 25 "RO002-7" NA "No" NA 0.223831875 23.3 44 0 2 32 8.2 2.8 9 14.7 5 -0.148185400697101 0.504524450885565 3.16719835311124
"440" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "C" "drought" 11 "RO001-1" NA "No" NA 0.339282 34.7 80 0 2 31 19 4.6 21 35.2 5 -0.148185400697101 0.504524450885565 3.16719835311124
"441" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "L" "drought" 27 "RO001-4" 53 "Yes" 14 0.155347175 20.26 NA 1 2 32 20.2 5.5 52 38.4 5 -0.148185400697101 0.504524450885565 3.16719835311124
"442" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "N" "drought" 10 "UA006-4" NA "No" NA 0.553453763 59.4 132 0 2 31 18.4 5.2 15 29.9 5 -0.148185400697101 0.504524450885565 3.16719835311124
"443" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "F" "control" 27 "RO001-6" NA "No" NA 0.22775875 41.5 60 0 2 32 19.3 5.5 18 36.5 5 -0.148185400697101 0.504524450885565 3.16719835311124
"444" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "G" "control" 14 "RO001-7" NA "No" NA 0.45331845 48.5 136 0 2 31 23.5 4.2 56 45.4 5 -0.148185400697101 0.504524450885565 3.16719835311124
"445" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "H" "control" 29 "RO001-3" 46 "Yes" 17 0.1225185 9 11.8 1 2 32 16.2 4.8 56 31.4 5 -0.148185400697101 0.504524450885565 3.16719835311124
"446" "RO001" "nat" 44.1102777777778 28.6369444444444 2 "J" "control" 10 "RO001-9" NA "No" NA 0.533583775 47.7 170 0 3 117 44.5 7 NA 86 5 -0.148185400697101 0.504524450885565 3.16719835311124
"447" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "N" "drought" 10 "UA006-4" NA "No" NA 0.553453763 59.4 132 0 1 13 5.6 0.9 5 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"448" "RO001" "nat" 44.1102777777778 28.6369444444444 15 "K" "drought" 25 "RO002-7" NA "No" NA 0.223831875 23.3 44 0 1 17 2.3 0.8 5 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"449" "RO001" "nat" 44.1102777777778 28.6369444444444 16 "C" "drought" 11 "RO001-1" NA "No" NA 0.339282 34.7 80 0 1 13 6.6 1.5 9 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"450" "RO001" "nat" 44.1102777777778 28.6369444444444 17 "F" "control" 27 "RO001-6" NA "No" NA 0.22775875 41.5 60 0 1 17 8.2 2.4 8 NA 5 -0.148185400697101 0.504524450885565 3.16719835311124
"451" "RO005" "nat" 45.4978611111111 27.9118055555556 17 "R" "control" 18 "RO005-5" NA "No" NA 0.2418955 27.3 72 0 3 117 29 5.5 NA 56 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"452" "RO005" "nat" 45.4978611111111 27.9118055555556 12 "P" "drought" 24 "UA008-3" NA "No" NA 0.1960296 30.7 94 0 1 17 4.9 1.2 8 NA 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"453" "RO005" "nat" 45.4978611111111 27.9118055555556 18 "I" "control" 18 "RO005-1" NA "No" NA 0.1539335 37.4 54 0 3 117 23 5.5 NA 49 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"454" "RO005" "nat" 45.4978611111111 27.9118055555556 9 "H" "control" 30 "EDGE-6" 53 "Yes" 33.5 0.1288015 13.28 22 1 2 31 17.1 5.7 18 32.4 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"455" "RO005" "nat" 45.4978611111111 27.9118055555556 12 "P" "drought" 24 "UA008-3" NA "No" NA 0.1960296 30.7 94 0 2 32 17.2 4.6 14 30.4 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"456" "RO005" "nat" 45.4978611111111 27.9118055555556 13 "P" "control" 29 "RO005-2" NA "No" NA 0.2287012 26.5 74 0 2 31 19.2 5.1 15 37.6 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"457" "RO005" "nat" 45.4978611111111 27.9118055555556 15 "T" "drought" 29 "UA008-7" NA "No" NA 0.1350845 35.7 NA 0 2 32 14.6 4.6 14 28.7 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"458" "RO005" "nat" 45.4978611111111 27.9118055555556 17 "R" "control" 18 "RO005-5" NA "No" NA 0.2418955 27.3 72 0 2 31 17.5 4.5 16 34.4 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"459" "RO005" "nat" 45.4978611111111 27.9118055555556 18 "I" "control" 18 "RO005-1" NA "No" NA 0.1539335 37.4 54 0 2 32 18.2 5.3 60 36.2 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"460" "RO005" "nat" 45.4978611111111 27.9118055555556 15 "T" "drought" 29 "UA008-7" NA "No" NA 0.1350845 35.7 NA 0 3 117 20 7 NA 43 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"461" "RO005" "nat" 45.4978611111111 27.9118055555556 4 "N" "control" 20 "RO005-7" NA "No" NA 0.25728885 37.4 86 0 1 17 6 1.6 9 NA 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"462" "RO005" "nat" 45.4978611111111 27.9118055555556 8 "U" "control" 24 "UA008-1" 42 "Yes" 5.5 0.196265213 10.55 8 1 1 17 6.8 1.2 7 NA 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"463" "RO005" "nat" 45.4978611111111 27.9118055555556 9 "H" "control" 30 "EDGE-6" 53 "Yes" 33.5 0.1288015 13.28 22 1 1 13 8.5 2 11 NA 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"464" "RO005" "nat" 45.4978611111111 27.9118055555556 4 "N" "control" 20 "RO005-7" NA "No" NA 0.25728885 37.4 86 0 2 32 13.8 4.7 15 26 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"465" "RO005" "nat" 45.4978611111111 27.9118055555556 5 "E" "drought" 20 "UA008-6" NA "No" NA 0.173175188 32.2 70 0 2 31 14.2 3.8 12 26.2 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"466" "RO005" "nat" 45.4978611111111 27.9118055555556 8 "U" "control" 24 "UA008-1" 42 "Yes" 5.5 0.196265213 10.55 8 1 2 32 18.4 5.8 16 36 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"467" "RO005" "nat" 45.4978611111111 27.9118055555556 4 "N" "control" 20 "RO005-7" NA "No" NA 0.25728885 37.4 86 0 3 117 33 5.5 NA 63 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"468" "RO005" "nat" 45.4978611111111 27.9118055555556 5 "E" "drought" 20 "UA008-6" NA "No" NA 0.173175188 32.2 70 0 3 117 23 4 NA 49 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"469" "RO005" "nat" 45.4978611111111 27.9118055555556 8 "U" "control" 24 "UA008-1" 42 "Yes" 5.5 0.196265213 10.55 8 1 3 42 27 8 16 51 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"470" "RO005" "nat" 45.4978611111111 27.9118055555556 9 "H" "control" 30 "EDGE-6" 53 "Yes" 33.5 0.1288015 13.28 22 1 3 53 21 7 95 41 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"471" "RO005" "nat" 45.4978611111111 27.9118055555556 12 "P" "drought" 24 "UA008-3" NA "No" NA 0.1960296 30.7 94 0 3 117 36 4.5 NA 52 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
"472" "RO005" "nat" 45.4978611111111 27.9118055555556 13 "P" "control" 29 "RO005-2" NA "No" NA 0.2287012 26.5 74 0 3 117 28 5 NA 56 81 -0.00647267464561354 -1.24777471502329 2.42855846128788
