gbifID	species	basisOfRecord	year	eventDate	countryCode	decimalLongitude	decimalLatitude	locality	genus	specificEpithet	collectionCode	institutionCode	datasetKey
21	441720939	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-09-24T22:00:00.000+0000	US	-120.97167	47.77167	Route 2, 2 air miles south of Rock Mountain, Wenatchee National Forest.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
22	441720937	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-09-11T22:00:00.000+0000	US	-119.05833	46.23833	Below Pasco-Kahlotus Road, junction with Route 12, 2 air miles east of Pasco.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
23	441720938	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-09-11T22:00:00.000+0000	US	-118.84667	46.25667	Southeast shore of reservoir on Snake River, Lake Sacajawea, Charbonneau Park, 1.5 air miles east of Ice Harbor Dam.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
24	164347462	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-09-11T22:00:00.000+0000	US	-119.05833	46.23833	Below Pasco-Kahlotus Road, junction with Route 12, 2 air miles east of Pasco.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
25	164347447	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-09-24T22:00:00.000+0000	US	-120.25333	47.54833	East side of Columbia River, Routes 2 and 97, 0.5 kilometers east of Turtle Rock.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
26	164347463	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-09-11T22:00:00.000+0000	US	-118.84667	46.25667	Southeast shore of reservoir on Snake River, Lake Sacajawea, Charbonneau Park, 1.5 air miles east of Ice Harbor Dam.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
27	164347464	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-09-24T22:00:00.000+0000	US	-120.97167	47.77167	Route 2, 2 air miles south of Rock Mountain, Wenatchee National Forest.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
28	164347431	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-10-04T22:00:00.000+0000	US	-117.27667	48.09833	Junction of Routes 211 and 2, 5 air kilometers southwest of Diamond Lake.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
29	164347451	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-10-11T22:00:00.000+0000	US	-121.655	45.71167	Route 14, north shore of Columbia River.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
30	441720931	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-10-11T22:00:00.000+0000	US	-121.655	45.71167	Route 14, north shore of Columbia River.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
31	441720909	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-10-04T22:00:00.000+0000	US	-117.27667	48.09833	Junction of Routes 211 and 2, 5 air kilometers southwest of Diamond Lake.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
32	441720919	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-10-02T22:00:00.000+0000	US	-123.06167	48.06667	Route 101 at Washington Street exit, southeast end of Sequim, Olympic Peninsula.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
33	164347440	Centaurea diffusa	PRESERVED_SPECIMEN	2005	2005-10-02T22:00:00.000+0000	US	-123.06167	48.06667	Route 101 at Washington Street exit, southeast end of Sequim, Olympic Peninsula.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
34	441720246	Centaurea diffusa	PRESERVED_SPECIMEN	2004	2004-07-09T22:00:00.000+0000	US	-117.81028	46.15833	Along North Fork Touchet River Road just upstream of Hompegg Falls.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
35	70463325	Centaurea diffusa	PRESERVED_SPECIMEN	2004	2004-07-09T22:00:00.000+0000	US	-117.81028	46.15833	Along North Fork Touchet River Road just upstream of Hompegg Falls.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
36	126128833	Centaurea diffusa	PRESERVED_SPECIMEN	2004	2004-07-31T22:00:00.000+0000	US	-120.20111	48.60556	North and west sides of Buck Lake 8.8 air miles north of Winthrop.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
37	1041371584	Centaurea diffusa	PRESERVED_SPECIMEN	2004	2004-08-04T22:00:00.000+0000	US	-105.27328	39.54385	Meyer Ranch Park, Jefferson County Open Space, west of the intersection of HWY 285 and Turkey Creek Road.	Centaurea	diffusa	vascular plants	KHD	4e22dd77-6ba1-4256-a692-64fecdf38ea7
38	441720876	Centaurea diffusa	PRESERVED_SPECIMEN	2004	2004-07-31T22:00:00.000+0000	US	-120.20111	48.60556	North and west sides of Buck Lake 8.8 air miles north of Winthrop.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
39	60070894	Centaurea diffusa	UNKNOWN	2004	2004-08-16T22:00:00.000+0000	US	-107.72	38.52	NA	Centaurea	diffusa	UTC	USU	85ac3c18-f762-11e1-a439-00145eb45e9a
40	176910253	Centaurea diffusa	PRESERVED_SPECIMEN	2004	2004-09-16T22:00:00.000+0000	US	-106.20583	40.06444	Kremmling, ca 10 mi E along US 40	Centaurea	diffusa	KANU	KU	95c938a8-f762-11e1-a439-00145eb45e9a
41	209943324	Centaurea diffusa	PRESERVED_SPECIMEN	2004	2004-09-15T22:00:00.000+0000	US	-105.9237	35.9829	Northwest of Santa Cruz Reservoir, along CR 92, 0.4 miles southeast of jct with hwy 520, N35?58.973 W105?55.428	Centaurea	diffusa	Herb	NMCR	9587f32a-f762-11e1-a439-00145eb45e9a
42	70463954	Centaurea diffusa	PRESERVED_SPECIMEN	2003	2003-08-01T22:00:00.000+0000	US	-118.59	43.66583	Along U.S. Highway 20, circa 3 miles west of the summit of Stinkingwater Pass, near milepost 158.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
43	60070892	Centaurea diffusa	UNKNOWN	2003	2003-08-07T22:00:00.000+0000	US	-109.87	38.38	NA	Centaurea	diffusa	UTC	USU	85ac3c18-f762-11e1-a439-00145eb45e9a
44	318053389	Centaurea diffusa	PRESERVED_SPECIMEN	2003	2003-08-01T22:00:00.000+0000	US	-118.59	43.66583	Along US Hwy 20, ca 3 mi W of the summit of Skinkingwater Pass, near milepost 158	Centaurea	diffusa	KANU	KU	95c938a8-f762-11e1-a439-00145eb45e9a
45	441720817	Centaurea diffusa	PRESERVED_SPECIMEN	2003	2003-08-01T22:00:00.000+0000	US	-118.59	43.66583	Along U.S. Highway 20, circa 3 miles west of the summit of Stinkingwater Pass, near milepost 158.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
46	318053388	Centaurea diffusa	PRESERVED_SPECIMEN	2003	2003-08-01T22:00:00.000+0000	US	-118.59	43.66583	Along US Hwy 20, ca 3 mi W of the summit of Skinkingwater Pass, near milepost 158	Centaurea	diffusa	KANU	KU	95c938a8-f762-11e1-a439-00145eb45e9a
47	51793476	Centaurea diffusa	PRESERVED_SPECIMEN	2003	2003-08-01T22:00:00.000+0000	US	-118.59	43.6658	along U.S. Hwy. 20, ca. 3 miles west of the summit of Stinkingwater Pass, near milepost 158.	Centaurea	diffusa	OSC	OSC	84aa5ee4-f762-11e1-a439-00145eb45e9a
48	51793477	Centaurea diffusa	PRESERVED_SPECIMEN	2003	2003-08-01T22:00:00.000+0000	US	-118.59	43.6658	along U.S. Hwy. 20, ca. 3 miles west of the summit of Stinkingwater Pass, near milepost 158.	Centaurea	diffusa	OSC	OSC	84aa5ee4-f762-11e1-a439-00145eb45e9a
49	60070850	Centaurea diffusa	UNKNOWN	2003	2003-08-01T22:00:00.000+0000	US	-118.59	43.66	NA	Centaurea	diffusa	UTC	USU	85ac3c18-f762-11e1-a439-00145eb45e9a
50	1021364997	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-07-21T22:00:00.000+0000	US	-120.1981343	38.35914671	Sierra Nevada 9040 Standard Rd, Cottage Springs.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
51	442203473	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-07-14T22:00:00.000+0000	US	-122.106	44.18	Cascade Mountains, along Highway 126, 3 air miles east of McKenzie Bridge.	Centaurea	diffusa	OSC	OSC	84aa5ee4-f762-11e1-a439-00145eb45e9a
52	319555687	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-06-30T22:00:00.000+0000	US	-105.1	40.19	City limits of Longmont	Centaurea	diffusa	Tropicos	MO	7bd65a7a-f762-11e1-a439-00145eb45e9a
53	70463220	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-09-18T22:00:00.000+0000	US	-119.40833	48.76333	E of River Loop Rd, 7 air miles N of Tonasket.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
54	1022527929	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-09-25T22:00:00.000+0000	US	-120.1400258	37.78965918	Sierra Nevada Hwy 120 in USFS Groveland District, Stanislaus National Forest.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
55	1022527660	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-09-25T22:00:00.000+0000	US	-120.1400258	37.78965918	Sierra Nevada Hwy 120 in USFS Groveland District, Stanislaus National Forest.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
56	441720217	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-09-18T22:00:00.000+0000	US	-119.40833	48.76333	E of River Loop Rd, 7 air miles N of Tonasket.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
57	1022527694	Centaurea diffusa	PRESERVED_SPECIMEN	2002	2002-10-08T22:00:00.000+0000	US	-124.0938545	40.49257367	Northwestern California Wasteground near old log pond at Pacific Lumber Co, Scotia.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
58	60070830	Centaurea diffusa	UNKNOWN	2001	2001-07-21T22:00:00.000+0000	US	-119.74	38.91	NA	Centaurea	diffusa	UTC	USU	85ac3c18-f762-11e1-a439-00145eb45e9a
59	1022393412	Centaurea diffusa	PRESERVED_SPECIMEN	2001	2001-07-12T22:00:00.000+0000	US	-120.2766356	38.31154707	Sierra Nevada Lightly scattered along Hwy 4, in the vicinity of Camp Connell Store., Camp Connell.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
60	216493143	Centaurea diffusa	PRESERVED_SPECIMEN	2001	2001-07-21T22:00:00.000+0000	US	-119.741	38.918	Gardnerville, vacant lot at corner of Centerville Lane and Rubio Way, SW side of Gardnerville	Centaurea	diffusa	Herbarium	NY	7133ff0a-f762-11e1-a439-00145eb45e9a
61	1022554094	Centaurea diffusa	PRESERVED_SPECIMEN	2001	2001-08-02T22:00:00.000+0000	US	-120.0598354	38.68994112	Sierra Nevada Roadside in Kirkwood, CA.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
62	1021763504	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-06-14T22:00:00.000+0000	US	-119.4565192	38.54064888	Along Hwy 395, north of Larson Ln., Coleville.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
63	1022454156	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-06-27T22:00:00.000+0000	US	-120.4728428	38.51734129	Sierra Nevada Along roadside at junction of Hwy 88 at Dew Drop, Pioneer.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
64	319555388	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-07-08T22:00:00.000+0000	US	-104.88	39.42	Along US 85, ~3 mi N of Castle Rock	Centaurea	diffusa	Tropicos	MO	7bd65a7a-f762-11e1-a439-00145eb45e9a
65	1021517622	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-07-24T22:00:00.000+0000	US	-121.5847901	40.07850263	Along roadside and ditch, 1.2 W of Butte Meadows CDF Fire Station.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
66	1022439776	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-07-19T22:00:00.000+0000	US	-120.2712415	38.7770377	Sierra Nevada One plant on W bound shoulder of Hwy 50, at milepost 50.80, 0.1 mi W of Eagle Rock picnic area, Kyburz.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
67	441720935	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-07-27T22:00:00.000+0000	US	-122.09167	47.70333	Avondale Road northeast, north of northeast 137th, west shoulder.	Centaurea	diffusa	Plants	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
68	216493000	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-07-08T22:00:00.000+0000	US	-104.8882	39.4203	Along U.S. 85, ~3 mi N of Castle Rock.	Centaurea	diffusa	Herbarium	NY	7133ff0a-f762-11e1-a439-00145eb45e9a
69	164347460	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-07-27T22:00:00.000+0000	US	-122.09167	47.70333	Avondale Road northeast, north of northeast 137th, west shoulder.	Centaurea	diffusa	Plant	UWBM	8310f570-f762-11e1-a439-00145eb45e9a
70	319555393	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-08-16T22:00:00.000+0000	US	-105.68	39.7	In town of Georgetown	Centaurea	diffusa	Tropicos	MO	7bd65a7a-f762-11e1-a439-00145eb45e9a
71	125533543	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-08-23T22:00:00.000+0000	US	-103.70972	39.27083	Limon, W edge of town. E-facing slope overlooking Big Sandy Creek, SW of jct I-70 & US 24.	Centaurea	diffusa	COLO	UCMC	86221faa-f762-11e1-a439-00145eb45e9a
72	176910251	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-08-23T22:00:00.000+0000	US	-103.70972	39.27083	Limon, W edge of town	Centaurea	diffusa	KANU	KU	95c938a8-f762-11e1-a439-00145eb45e9a
73	176910247	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-08-19T22:00:00.000+0000	US	-103.34917	38.31639	Arlington, 1.1 mi SSW along CO 96	Centaurea	diffusa	KANU	KU	95c938a8-f762-11e1-a439-00145eb45e9a
74	216492974	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-08-16T22:00:00.000+0000	US	-105.696	39.7157	In town of Georgetown.	Centaurea	diffusa	Herbarium	NY	7133ff0a-f762-11e1-a439-00145eb45e9a
75	1021741158	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-09-13T22:00:00.000+0000	US	-120.9560736	39.95601005	Sierra Nevada Along Hwy 70 right of way in the vicinity of Quincy.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
76	1041365556	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-10-06T22:00:00.000+0000	US	-105.40019	40.98352	US Highway 287, ca. 0.1 miles south of Wyoming State line; in area beside bridge embankment on the east side of the highway.	Centaurea	diffusa	vascular plants	KHD	4e22dd77-6ba1-4256-a692-64fecdf38ea7
77	1041319651	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-11-06T23:00:00.000+0000	US	-105.09638	39.5478	Chatfield Arboretum Site, located at junction of Highway75 and Deer Creek Road.	Centaurea	diffusa	vascular plants	KHD	4e22dd77-6ba1-4256-a692-64fecdf38ea7
78	1041319658	Centaurea diffusa	PRESERVED_SPECIMEN	2000	2000-11-06T23:00:00.000+0000	US	-105.09638	39.5478	Chatfield Arboretum Site, located at junction of Highway75 and Deer Creek Road.	Centaurea	diffusa	vascular plants	KHD	4e22dd77-6ba1-4256-a692-64fecdf38ea7
79	319555389	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-07-06T22:00:00.000+0000	US	-105.18	39.62	Along US 285 ~1 mi E of Colorado 8	Centaurea	diffusa	Tropicos	MO	7bd65a7a-f762-11e1-a439-00145eb45e9a
80	216492967	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-07-06T22:00:00.000+0000	US	-105.187	39.632	Along U.S. 285 ~1 mi E of Colorado 8.	Centaurea	diffusa	Herbarium	NY	7133ff0a-f762-11e1-a439-00145eb45e9a
81	1020816088	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-07-19T22:00:00.000+0000	US	-122.6578404	41.7339669	In rangeland, vicinity of Yreka. Flowers +/- bright yellow.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
82	1022146473	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-07-25T22:00:00.000+0000	US	-121.2977315	36.06859029	Santa Lucia Mtns: 1750 m W of Mission Crk, 250 m E of Milpitas Reservoir; Ft Hunter Liggett	Centaurea	diffusa	VascularPlants	SBBG	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
83	216492992	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-08-30T22:00:00.000+0000	US	-109.29	38.594	La Sal Mountains, head of Castle Valley, La Sal Mountains Loop Road, at the Gateway Road turnoff, 17 km (10.6 mi) southeast of State Route 128, 22.5 km (14 mi) air distance east of downtown Moab.	Centaurea	diffusa	Herbarium	NY	7133ff0a-f762-11e1-a439-00145eb45e9a
84	1041346521	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-09-26T22:00:00.000+0000	US	-105.09272	39.49345	Audubon Nature Center - Traffic Circle, ROMO.	Centaurea	diffusa	vascular plants	KHD	4e22dd77-6ba1-4256-a692-64fecdf38ea7
85	319555390	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-09-15T22:00:00.000+0000	US	-104.83	39.93	Brighton Road, ~4 mi N of Brighton	Centaurea	diffusa	Tropicos	MO	7bd65a7a-f762-11e1-a439-00145eb45e9a
86	1021824609	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-10-08T22:00:00.000+0000	US	-117.07667	34.21167	San Bernardino Mountains; the lake at Arrowbear Lake, east of Running Springs on south side of Highway 18.	Centaurea	diffusa	VascularPlants	SD	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
87	1021730545	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-10-11T22:00:00.000+0000	US	-120.1585435	39.1324317	Sierra Nevada Roadside, Hwy 89 betw. Tahoe City & Homewood.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
88	1021134661	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-10-17T22:00:00.000+0000	US	-123.9946583	40.88676798	North Coast Approximately 7 plants on roadside near Blue Lake. Plants removed.	Centaurea	diffusa	VascularPlants	CDA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
89	1021149568	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-10-08T22:00:00.000+0000	US	-117.07667	34.21167	San Bernardino Mtns. the "lake" at Arrowbear Lake, E of Running Springs on S side of Hwy 18	Centaurea	diffusa	VascularPlants	VVC	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
90	1022124251	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-10-08T22:00:00.000+0000	US	-117.06667	34.2	San Bernardino County: San Bernardino Mountains, the "lake" at Arrowbear Lake, east of Running Springs on south side of Highway 18	Centaurea	diffusa	VascularPlants	UCD	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
91	1021986510	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-10-08T22:00:00.000+0000	US	-117.07667	34.21167	San Bernardino Mtns. the "lake" at Arrowbear Lake, east of Running Springs on south side of Hwy 18	Centaurea	diffusa	VascularPlants	UCR	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
92	1021947032	Centaurea diffusa	PRESERVED_SPECIMEN	1999	1999-10-08T22:00:00.000+0000	US	-117.07667	34.21167	San Bernardino Mtns.: the \'lake\' at Arrowbear Lake, E of Running Springs on S side of Hwy 18 (Keller Peak 7.5Baldwin Lake, center of lakebed near base of northern arm\' [UTM 10km cell: 11S MH-9E, 8N. Running Springs]	Centaurea	diffusa	VascularPlants	RSA	4fa894f4-b6c6-4ec0-b816-9bb03b3ca106
93	216493162	Centaurea diffusa	PRESERVED_SPECIMEN	1998	1998-06-23T22:00:00.000+0000	US	-82.551	41.39	NE of Cleveland Rd bridge over Huron River, Huron, Huron Quad	Centaurea	diffusa	Herbarium	NY	7133ff0a-f762-11e1-a439-00145eb45e9a
